2000 100000
0 1 7
0 3 2
0 4 7
0 5 3
0 14 9
0 25 6
0 43 10
0 70 8
0 75 7
0 77 1
0 85 7
0 126 7
0 144 5
0 151 5
0 158 2
0 174 10
0 184 6
0 212 7
0 219 9
0 220 2
0 232 1
0 249 8
0 275 4
0 279 2
0 295 8
0 334 6
0 363 7
0 378 7
0 477 10
0 505 5
0 517 5
0 534 3
0 547 9
0 548 4
0 576 10
0 583 9
0 602 5
0 615 3
0 635 8
0 640 7
0 679 7
0 688 8
0 691 10
0 710 6
0 719 4
0 729 3
0 742 9
0 749 9
0 760 6
0 763 2
0 771 4
0 780 9
0 783 1
0 785 2
0 819 6
0 821 3
0 853 1
0 885 8
0 919 2
0 925 6
0 948 6
0 955 6
0 982 4
0 992 10
0 1012 9
0 1025 1
0 1043 2
0 1084 6
0 1087 2
0 1114 4
0 1168 3
0 1187 2
0 1264 1
0 1311 6
0 1344 9
0 1374 6
0 1392 4
0 1401 6
0 1413 2
0 1460 9
0 1467 1
0 1510 2
0 1534 6
0 1551 3
0 1552 3
0 1570 7
0 1630 8
0 1645 9
0 1751 10
0 1755 5
0 1773 7
0 1815 9
0 1821 5
0 1870 9
0 1881 3
0 1884 4
0 1904 7
0 1907 7
0 1917 10
0 1919 9
0 1941 6
0 1945 7
0 1958 6
0 1984 5
0 1995 6
1 2 5
1 12 6
1 14 8
1 32 2
1 40 3
1 43 1
1 49 8
1 55 6
1 56 8
1 123 4
1 128 7
1 144 4
1 150 7
1 158 2
1 163 10
1 180 4
1 200 8
1 232 9
1 284 9
1 290 2
1 320 2
1 327 7
1 333 3
1 355 2
1 357 7
1 358 4
1 371 8
1 393 3
1 399 4
1 406 9
1 410 7
1 417 2
1 465 10
1 498 2
1 522 2
1 577 9
1 587 3
1 590 9
1 594 8
1 608 2
1 627 6
1 678 5
1 702 7
1 735 5
1 738 8
1 740 9
1 745 8
1 750 1
1 763 2
1 767 1
1 768 5
1 769 8
1 782 7
1 825 7
1 830 5
1 861 8
1 905 4
1 913 4
1 991 7
1 995 2
1 1052 3
1 1069 10
1 1101 1
1 1112 7
1 1127 10
1 1130 4
1 1183 3
1 1224 1
1 1225 6
1 1235 8
1 1253 4
1 1256 6
1 1261 5
1 1265 5
1 1292 9
1 1341 9
1 1349 1
1 1363 6
1 1373 5
1 1432 10
1 1437 5
1 1464 4
1 1471 10
1 1484 3
1 1486 10
1 1497 5
1 1521 4
1 1523 6
1 1530 2
1 1536 4
1 1579 5
1 1585 7
1 1591 3
1 1592 2
1 1614 4
1 1666 5
1 1670 2
1 1673 5
1 1705 2
1 1731 9
1 1737 7
1 1750 4
1 1769 5
1 1789 1
1 1807 4
1 1852 3
1 1875 10
1 1895 3
1 1915 10
1 1930 3
1 1932 5
1 1941 10
1 1950 4
1 1991 9
1 1993 4
2 7 3
2 8 2
2 30 9
2 66 8
2 75 4
2 81 6
2 84 8
2 102 1
2 103 3
2 121 8
2 126 3
2 141 6
2 181 3
2 208 9
2 240 2
2 256 1
2 268 5
2 274 9
2 276 6
2 288 6
2 294 5
2 299 1
2 302 10
2 353 9
2 356 5
2 418 10
2 433 6
2 440 10
2 453 7
2 454 7
2 473 6
2 495 5
2 526 4
2 537 3
2 538 3
2 558 7
2 563 6
2 579 6
2 651 7
2 654 10
2 655 1
2 665 8
2 689 6
2 719 6
2 722 9
2 733 6
2 756 5
2 787 7
2 794 3
2 826 7
2 872 4
2 878 5
2 921 2
2 949 7
2 956 5
2 969 10
2 983 8
2 990 2
2 1015 7
2 1056 9
2 1061 6
2 1091 3
2 1137 9
2 1149 6
2 1160 3
2 1172 4
2 1179 10
2 1198 7
2 1209 3
2 1229 6
2 1266 10
2 1284 1
2 1288 10
2 1359 5
2 1404 5
2 1424 3
2 1446 2
2 1447 9
2 1499 5
2 1555 6
2 1556 4
2 1564 9
2 1622 7
2 1626 6
2 1631 6
2 1663 8
2 1711 8
2 1729 9
2 1730 9
2 1763 5
2 1775 3
2 1776 2
2 1829 5
2 1844 7
2 1845 9
2 1939 5
2 1980 8
2 1987 5
3 11 6
3 12 9
3 14 10
3 21 4
3 22 6
3 54 5
3 59 9
3 64 9
3 100 4
3 102 6
3 110 5
3 137 2
3 169 3
3 175 8
3 211 2
3 250 8
3 254 1
3 299 4
3 308 8
3 325 2
3 365 7
3 366 7
3 367 3
3 370 3
3 376 6
3 444 6
3 466 3
3 543 1
3 545 1
3 552 5
3 567 3
3 617 5
3 643 10
3 719 10
3 748 8
3 778 6
3 835 9
3 836 2
3 854 1
3 898 4
3 911 5
3 914 6
3 945 8
3 952 9
3 981 2
3 1023 7
3 1083 2
3 1089 6
3 1093 5
3 1169 2
3 1181 1
3 1213 5
3 1239 2
3 1254 2
3 1271 1
3 1280 6
3 1284 4
3 1285 10
3 1351 4
3 1366 3
3 1380 3
3 1421 2
3 1425 5
3 1453 1
3 1479 6
3 1483 3
3 1507 3
3 1524 2
3 1561 4
3 1569 2
3 1580 7
3 1619 9
3 1662 2
3 1680 6
3 1682 9
3 1698 10
3 1713 9
3 1745 9
3 1760 9
3 1774 5
3 1814 4
3 1835 4
3 1842 8
3 1866 10
3 1877 8
3 1901 7
3 1950 10
3 1997 7
4 7 10
4 10 8
4 13 4
4 15 9
4 16 3
4 24 5
4 27 10
4 42 6
4 60 7
4 63 1
4 66 3
4 68 10
4 69 6
4 77 6
4 95 4
4 96 2
4 107 1
4 132 7
4 138 5
4 152 2
4 161 8
4 164 3
4 169 6
4 189 6
4 191 3
4 204 5
4 209 2
4 213 4
4 216 2
4 236 7
4 251 5
4 274 8
4 279 6
4 301 9
4 322 3
4 337 5
4 383 8
4 399 4
4 400 9
4 402 1
4 416 3
4 438 5
4 462 2
4 497 7
4 500 8
4 505 8
4 510 10
4 562 1
4 579 7
4 581 3
4 628 7
4 672 3
4 673 7
4 680 1
4 683 2
4 684 9
4 694 6
4 703 10
4 711 5
4 727 1
4 747 5
4 751 8
4 765 4
4 779 2
4 783 8
4 800 3
4 820 9
4 822 3
4 827 10
4 933 6
4 937 3
4 971 5
4 991 2
4 1004 9
4 1027 10
4 1038 4
4 1061 8
4 1074 2
4 1119 2
4 1130 7
4 1139 7
4 1187 5
4 1210 9
4 1217 5
4 1236 6
4 1241 8
4 1244 8
4 1339 10
4 1365 5
4 1371 3
4 1373 8
4 1409 7
4 1422 3
4 1483 10
4 1517 9
4 1541 4
4 1576 4
4 1580 8
4 1592 2
4 1661 10
4 1668 2
4 1671 8
4 1675 4
4 1677 8
4 1684 6
4 1700 5
4 1708 7
4 1713 5
4 1761 5
4 1776 6
4 1787 10
4 1802 4
4 1808 10
4 1828 7
4 1829 5
4 1843 3
4 1868 7
4 1877 5
4 1881 5
4 1893 2
4 1926 1
4 1933 1
4 1949 8
4 1954 8
4 1959 6
4 1994 1
4 1999 3
5 6 3
5 9 6
5 23 9
5 26 5
5 42 10
5 48 5
5 56 7
5 100 10
5 114 1
5 117 3
5 122 1
5 128 8
5 138 10
5 146 5
5 147 2
5 149 10
5 152 7
5 157 9
5 173 1
5 176 7
5 183 6
5 194 3
5 209 10
5 230 8
5 241 4
5 256 3
5 292 5
5 298 4
5 314 7
5 327 9
5 337 9
5 361 4
5 375 7
5 384 7
5 398 3
5 399 7
5 420 6
5 429 4
5 510 5
5 537 5
5 538 1
5 541 10
5 545 3
5 558 7
5 576 10
5 581 4
5 598 2
5 602 2
5 605 9
5 610 5
5 645 1
5 676 4
5 687 6
5 703 3
5 723 4
5 733 4
5 734 6
5 748 10
5 781 6
5 792 9
5 824 4
5 834 10
5 869 3
5 877 9
5 924 3
5 1000 2
5 1015 6
5 1053 6
5 1064 8
5 1072 1
5 1087 6
5 1117 5
5 1124 2
5 1126 5
5 1157 4
5 1160 9
5 1165 6
5 1170 4
5 1179 9
5 1201 6
5 1203 4
5 1216 9
5 1231 3
5 1242 2
5 1253 10
5 1272 3
5 1274 7
5 1290 2
5 1297 1
5 1340 8
5 1346 1
5 1372 7
5 1381 3
5 1432 1
5 1435 4
5 1554 10
5 1579 8
5 1582 10
5 1622 1
5 1642 8
5 1647 3
5 1664 8
5 1693 1
5 1715 5
5 1733 8
5 1740 2
5 1747 8
5 1748 1
5 1792 8
5 1794 3
5 1852 7
5 1863 8
5 1888 6
5 1909 1
5 1910 2
5 1924 1
5 1949 3
5 1964 3
6 14 3
6 19 6
6 23 1
6 45 6
6 67 1
6 85 3
6 117 3
6 133 6
6 145 9
6 146 10
6 149 4
6 164 8
6 169 8
6 172 4
6 178 5
6 185 1
6 192 5
6 193 4
6 202 7
6 211 2
6 213 2
6 216 9
6 231 6
6 239 4
6 263 8
6 280 5
6 311 4
6 352 5
6 413 3
6 434 6
6 437 6
6 444 9
6 499 6
6 505 5
6 510 10
6 538 6
6 545 1
6 586 7
6 622 7
6 680 7
6 689 5
6 701 6
6 725 5
6 760 2
6 763 7
6 770 10
6 776 3
6 791 6
6 795 6
6 806 3
6 860 8
6 867 10
6 868 2
6 881 7
6 915 3
6 943 1
6 975 8
6 977 3
6 981 9
6 1006 7
6 1019 2
6 1064 6
6 1070 3
6 1072 6
6 1115 2
6 1116 3
6 1143 6
6 1162 7
6 1168 9
6 1176 9
6 1212 5
6 1217 1
6 1223 6
6 1236 3
6 1245 4
6 1257 5
6 1274 7
6 1338 3
6 1360 9
6 1390 9
6 1396 7
6 1411 7
6 1422 10
6 1434 6
6 1452 5
6 1473 6
6 1501 7
6 1551 6
6 1553 7
6 1563 10
6 1578 9
6 1581 10
6 1586 1
6 1600 2
6 1617 2
6 1619 3
6 1620 10
6 1704 4
6 1739 10
6 1778 8
6 1803 8
6 1838 8
6 1870 10
6 1874 10
6 1961 4
6 1965 7
6 1987 5
7 33 1
7 41 1
7 44 3
7 65 9
7 71 8
7 77 1
7 91 6
7 94 6
7 100 6
7 111 10
7 116 4
7 122 10
7 131 1
7 134 9
7 144 1
7 146 1
7 197 5
7 199 1
7 203 4
7 221 10
7 257 4
7 264 1
7 271 10
7 275 9
7 312 3
7 319 4
7 354 6
7 359 9
7 372 4
7 376 6
7 378 10
7 386 1
7 387 6
7 391 5
7 409 9
7 443 7
7 465 7
7 477 5
7 485 5
7 495 2
7 576 1
7 587 8
7 609 9
7 649 5
7 668 4
7 672 1
7 678 9
7 680 10
7 685 4
7 687 9
7 691 7
7 702 1
7 706 1
7 737 5
7 751 2
7 799 3
7 823 2
7 832 10
7 833 2
7 855 7
7 868 9
7 870 2
7 917 3
7 936 6
7 942 8
7 961 4
7 1011 2
7 1031 6
7 1072 5
7 1081 10
7 1105 6
7 1160 6
7 1165 1
7 1181 5
7 1190 3
7 1211 1
7 1220 4
7 1229 1
7 1248 1
7 1253 6
7 1315 10
7 1324 10
7 1344 5
7 1353 3
7 1356 7
7 1361 1
7 1364 2
7 1385 3
7 1421 6
7 1426 2
7 1437 1
7 1445 3
7 1448 1
7 1506 1
7 1508 2
7 1515 2
7 1544 7
7 1554 3
7 1557 7
7 1561 8
7 1567 10
7 1584 3
7 1618 1
7 1636 2
7 1654 4
7 1699 8
7 1700 10
7 1725 9
7 1754 2
7 1781 8
7 1795 7
7 1810 9
7 1816 7
7 1818 6
7 1819 8
7 1843 1
7 1848 9
7 1864 6
7 1868 4
7 1902 3
7 1942 7
7 1949 4
7 1974 1
7 1990 2
8 11 10
8 64 7
8 73 9
8 100 5
8 135 10
8 160 7
8 162 2
8 175 1
8 250 3
8 263 6
8 282 7
8 290 6
8 295 3
8 304 10
8 314 1
8 378 2
8 413 6
8 445 8
8 469 3
8 489 5
8 493 6
8 497 1
8 512 7
8 523 2
8 541 10
8 547 9
8 590 2
8 671 3
8 676 7
8 708 6
8 734 2
8 745 8
8 755 8
8 834 3
8 852 7
8 866 8
8 890 9
8 924 7
8 948 1
8 961 5
8 971 7
8 989 4
8 1024 4
8 1028 5
8 1043 5
8 1080 2
8 1086 2
8 1106 6
8 1154 9
8 1169 4
8 1170 1
8 1203 8
8 1225 7
8 1226 7
8 1243 10
8 1259 1
8 1266 1
8 1287 1
8 1291 4
8 1402 1
8 1430 1
8 1462 1
8 1480 10
8 1496 8
8 1536 10
8 1549 10
8 1562 10
8 1591 1
8 1592 5
8 1599 2
8 1608 2
8 1650 7
8 1673 9
8 1712 2
8 1729 1
8 1733 1
8 1738 4
