200 200
1 0 24
1 182 102
1 186 90
2 11 15
2 187 90
3 102 45
3 105 68
3 116 64
3 126 60
3 174 33
3 181 44
4 42 324
4 49 306
4 117 84
5 9 342
5 26 13
5 30 39
5 33 156
5 48 120
5 86 56
5 90 72
5 97 260
5 109 300
5 128 240
5 140 32
5 152 40
5 176 126
6 78 40
6 156 90
6 177 200
7 154 26
8 0 60
8 182 255
8 186 225
9 10 42
9 56 266
9 93 266
9 123 154
9 192 70
10 18 304
10 63 95
10 71 190
10 82 90
10 107 126
10 115 144
10 158 209
11 2 140
11 16 17
11 50 100
11 57 171
11 113 30
11 169 45
11 175 95
11 181 68
11 184 133
12 29 44
12 52 60
12 68 176
12 76 45
12 141 15
14 2 120
15 117 119
16 8 208
16 88 36
16 143 2
16 144 50
16 153 6
16 157 182
16 187 40
17 31 238
17 56 85
17 59 16
17 76 40
17 89 204
17 111 72
17 123 80
17 130 221
18 113 190
18 169 285
19 162 144
20 4 288
20 35 176
20 164 80
20 199 160
21 16 7
21 18 54
21 81 6
21 101 140
21 140 12
22 56 380
23 140 30
23 180 48
24 13 150
25 79 12
25 130 72
25 149 12
25 154 48
25 156 66
25 174 102
25 194 14
26 30 51
26 74 12
26 91 96
26 94 78
26 171 24
26 182 18
27 131 8
27 143 112
27 169 56
28 13 22
28 58 8
28 64 77
28 114 26
28 124 18
28 168 20
28 176 40
29 72 160
30 2 18
30 157 64
32 8 96
32 25 91
32 103 160
33 27 234
33 60 234
33 99 36
33 174 18
34 78 18
34 110 252
35 49 44
35 82 20
35 111 342
35 116 24
35 158 4
35 197 210
36 42 196
36 77 30
36 99 160
36 100 9
36 140 12
36 144 75
36 187 60
37 6 288
37 7 54
37 39 24
37 62 342
37 69 126
37 75 304
37 77 192
37 81 48
37 84 270
37 104 342
37 106 48
37 116 36
37 182 36
37 198 162
38 33 108
39 76 76
39 78 32
39 156 148
39 177 160
40 18 10
40 100 171
40 101 16
40 135 36
40 140 228
41 12 120
41 75 24
42 12 260
42 75 52
42 197 300
43 37 75
43 53 210
43 61 195
43 103 15
43 117 91
43 174 75
45 77 24
46 12 8
46 46 10
46 84 210
46 132 196
47 45 95
47 72 114
47 123 95
47 139 380
48 9 76
48 11 8
48 183 171
48 187 48
49 114 24
49 198 112
50 12 92
50 44 2
50 46 45
50 50 1
50 67 98
50 74 1
50 78 7
50 87 63
50 116 91
50 135 70
50 147 7
51 12 136
51 47 105
51 54 90
51 84 154
51 87 153
51 116 221
51 147 17
51 149 48
51 193 45
51 194 56
52 157 44
53 120 300
53 142 40
53 192 340
54 18 45
54 20 169
54 39 65
54 58 182
54 75 39
54 79 6
54 101 72
54 130 36
54 135 162
54 154 24
54 156 33
54 157 68
54 174 51
55 29 12
55 68 48
56 53 28
57 1 16
57 7 208
57 18 32
57 63 10
57 71 20
57 91 88
57 158 22
57 184 26
58 56 304
58 153 17
59 11 144
59 18 35
59 22 68
59 31 84
59 38 18
59 56 30
59 66 198
59 85 180
59 89 72
59 94 28
59 101 56
59 108 60
59 119 144
59 130 78
59 135 126
59 175 4
59 179 234
59 181 8
61 8 108
61 44 40
61 120 100
61 137 90
61 198 200
62 2 10
62 12 140
62 56 224
62 73 182
62 75 28
62 82 90
62 84 280
62 107 126
62 115 144
62 178 200
62 192 112
63 18 9
63 81 1
63 116 17
63 140 2
63 144 68
63 190 340
65 28 117
65 184 153
67 13 140
67 75 42
67 90 14
68 0 10
68 29 12
68 56 7
68 58 7
68 68 48
68 117 77
69 89 57
69 194 36
70 20 65
70 31 54
70 39 25
70 58 70
70 75 15
72 54 108
72 60 54
72 117 35
72 178 102
73 11 7
73 187 42
74 4 72
74 35 44
74 37 80
74 53 224
74 103 16
74 164 20
74 174 80
74 197 270
74 199 40
75 139 21
76 29 64
76 67 21
76 68 256
76 88 144
76 135 15
