10 10
0 0 384
0 2 356
0 3 716
0 4 392
0 5 216
0 6 190
0 7 288
0 8 360
0 9 216
1 0 591
1 1 183
1 2 433
1 3 840
1 4 30
1 5 580
1 6 243
1 7 372
1 8 814
1 9 250
2 0 16
2 1 418
2 2 232
2 3 695
2 4 177
2 5 484
2 6 308
2 7 84
2 8 616
2 9 292
3 0 168
3 1 176
3 2 526
3 3 532
3 4 246
3 5 436
3 6 445
3 7 237
3 8 168
3 9 144
4 1 96
4 2 200
4 3 160
4 4 80
4 5 24
4 6 88
4 7 216
4 8 324
4 9 216
5 0 216
5 1 192
5 2 672
5 3 839
5 4 441
5 5 621
5 6 219
5 7 356
5 8 551
5 9 260
6 0 374
6 1 218
6 2 536
6 3 593
6 4 266
6 5 320
6 6 215
6 7 613
6 8 682
6 9 257
7 1 24
7 2 276
7 3 139
7 4 315
7 5 36
7 6 69
7 7 361
7 8 166
7 9 80
8 0 189
8 1 316
8 2 375
8 3 837
8 4 289
8 5 622
8 6 397
8 7 184
8 8 647
8 9 191
9 1 187
9 2 318
9 3 461
9 4 420
9 5 211
9 6 515
9 7 196
9 8 66
9 9 116
