200 200
0 0 88
0 2 44
0 3 24
0 10 98
0 12 108
0 14 159
0 15 54
0 17 66
0 21 126
0 22 288
0 23 165
0 25 88
0 27 176
0 29 30
0 32 348
0 33 268
0 35 152
0 47 104
0 48 32
0 51 16
0 62 56
0 64 320
0 66 154
0 67 60
0 70 144
0 71 44
0 72 126
0 74 168
0 82 179
0 86 104
0 88 11
0 90 51
0 92 160
0 96 12
0 97 36
0 104 121
0 105 60
0 106 120
0 108 110
0 110 192
0 114 272
0 116 108
0 117 64
0 121 80
0 122 132
0 124 64
0 127 240
0 128 84
0 130 292
0 134 240
0 135 44
0 137 4
0 140 78
0 141 154
0 149 144
0 153 55
0 156 240
0 158 36
0 169 392
0 174 144
0 177 40
0 178 30
0 182 209
0 191 84
0 196 114
0 197 54
1 1 378
1 5 4
1 12 60
1 13 11
1 15 154
1 17 15
1 18 135
1 22 306
1 27 64
1 33 7
1 34 229
1 35 50
1 38 25
1 39 65
1 40 121
1 41 65
1 42 75
1 43 121
1 44 40
1 46 3
1 49 60
1 51 244
1 58 198
1 59 144
1 60 8
1 64 270
1 65 48
1 68 210
1 73 132
1 76 80
1 79 130
1 80 130
1 81 24
1 84 225
1 85 143
1 88 20
1 91 225
1 92 120
1 99 28
1 100 121
1 103 16
1 104 146
1 109 76
1 117 45
1 119 85
1 120 56
1 121 182
1 125 10
1 128 132
1 130 341
1 131 207
1 132 210
1 134 134
1 136 68
1 138 300
1 141 78
1 142 4
1 144 55
1 145 8
1 148 18
1 149 60
1 150 33
1 157 94
1 170 65
1 174 86
1 177 8
1 178 48
1 181 90
1 182 160
1 190 26
1 199 79
2 1 168
2 2 28
2 6 60
2 14 36
2 18 411
2 22 140
2 29 248
2 30 20
2 34 190
2 37 272
2 39 15
2 45 28
2 54 221
2 57 45
2 59 45
2 62 10
2 64 252
2 66 180
2 67 255
2 68 196
2 71 2
2 76 234
2 77 36
2 79 195
2 83 36
2 84 108
2 91 210
2 93 150
2 95 30
2 107 120
2 113 36
2 118 76
2 119 150
2 122 68
2 124 57
2 125 105
2 131 126
2 132 196
2 137 15
2 138 430
2 141 208
2 142 160
2 156 515
2 157 84
2 161 32
2 166 34
2 170 21
2 172 165
2 180 36
2 187 32
2 188 9
2 189 16
2 194 14
2 195 140
2 198 140
2 199 16
3 9 40
3 14 68
3 15 119
3 16 300
3 20 136
3 21 8
3 23 460
3 33 200
3 34 187
3 35 105
3 37 196
3 43 3
3 44 34
3 45 237
3 47 34
3 51 203
3 53 72
3 54 300
3 55 256
3 58 3
3 65 105
3 67 56
3 69 156
3 80 12
3 81 11
3 83 168
3 88 144
3 90 7
3 91 136
3 95 2
3 102 12
3 103 136
3 105 24
3 111 14
3 115 60
3 116 88
3 121 40
3 123 323
3 124 2
3 125 16
3 130 72
3 131 16
3 132 381
3 142 90
3 143 105
3 145 126
3 148 45
3 152 224
3 154 64
3 155 289
3 157 179
3 158 80
3 159 295
3 160 7
3 162 80
3 165 120
3 169 144
3 172 264
3 173 190
3 176 240
3 177 266
3 181 40
3 183 42
3 185 13
3 187 88
3 188 17
3 191 387
3 192 96
3 193 100
3 194 60
3 196 112
3 197 170
3 198 140
3 199 42
4 0 189
4 1 174
4 5 100
4 8 21
4 10 28
4 13 99
4 15 140
4 16 51
4 20 290
4 23 280
4 31 306
4 33 48
4 34 240
4 36 11
4 38 238
4 40 6
4 44 40
4 47 40
4 51 116
4 52 30
4 53 133
4 55 280
4 59 72
4 63 15
4 64 72
4 66 306
4 69 119
4 76 70
4 77 105
4 80 12
4 81 12
4 86 6
4 87 154
4 92 70
4 94 42
4 97 96
4 99 110
4 103 417
4 115 22
4 118 24
4 119 44
4 123 410
4 124 95
4 128 16
4 130 167
4 131 36
4 132 360
4 134 42
4 139 119
4 140 72
4 141 72
4 145 4
4 154 21
4 155 340
4 157 120
4 159 432
4 160 63
4 161 28
4 163 6
4 172 198
4 173 165
4 177 174
4 178 144
4 182 80
4 184 143
4 191 120
4 195 323
4 197 200
5 0 255
5 1 190
5 2 296
5 4 213
5 8 98
5 10 40
5 15 6
5 16 314
5 20 10
5 21 57
5 22 108
5 23 303
5 24 372
5 27 198
5 28 120
5 29 285
5 31 312
5 33 30
5 34 155
5 37 90
5 38 393
5 39 60
5 40 28
5 41 160
5 42 210
5 44 260
5 45 255
5 46 56
5 47 90
5 48 64
5 50 190
5 51 7
5 53 54
5 54 279
5 55 8
5 56 374
5 57 57
5 58 74
5 61 51
5 63 70
5 65 36
5 69 78
5 70 234
5 71 150
5 72 132
5 73 90
5 74 85
5 75 65
5 77 25
5 78 170
5 79 350
5 81 22
5 83 324
5 86 55
5 91 24
5 92 120
5 94 308
5 96 165
5 98 6
5 99 32
5 102 140
5 103 314
5 104 30
5 105 133
5 108 420
5 110 112
5 111 152
5 116 337
5 117 45
5 118 105
5 119 422
5 120 28
5 121 126
5 127 380
5 128 247
5 130 135
5 131 150
5 133 78
5 134 18
5 137 45
5 142 408
5 145 40
5 146 75
5 147 36
5 148 350
5 149 280
5 150 259
5 151 453
5 152 90
5 153 135
5 154 98
5 155 101
5 157 67
5 158 21
5 159 209
5 160 179
5 161 183
5 162 60
5 163 290
5 165 328
5 166 95
5 167 7
5 173 54
5 175 60
5 177 15
5 178 195
5 180 91
5 181 24
5 182 155
5 183 247
5 186 32
5 189 258
5 190 8
5 191 133
5 193 285
5 194 72
5 196 30
5 199 190
6 0 360
6 1 320
6 2 180
6 3 15
6 5 400
6 6 60
6 10 70
6 11 40
6 12 240
6 13 183
6 14 168
6 15 266
6 16 156
6 17 60
6 19 95
6 20 310
6 22 112
6 28 104
6 29 208
6 30 3
6 31 120
6 33 275
6 36 260
6 37 73
6 38 4
6 41 67
6 42 148
6 44 320
6 46 32
6 48 45
6 49 90
6 51 134
6 52 260
6 53 206
6 54 178
6 56 56
6 58 196
6 59 252
6 64 240
6 66 30
6 69 320
6 77 218
6 79 65
6 80 160
6 81 453
6 82 208
6 86 32
6 88 75
6 91 40
6 92 182
6 94 85
6 95 108
6 97 320
6 100 240
6 104 320
6 106 56
6 109 405
6 110 24
6 113 36
6 114 32
6 115 160
6 116 104
6 117 32
6 118 156
6 119 276
6 120 340
6 121 72
6 122 68
6 123 118
6 124 848
6 125 386
6 126 332
6 129 100
6 130 240
6 131 84
6 132 140
6 134 140
6 135 285
6 138 20
6 139 160
6 140 240
6 141 240
6 142 116
6 143 17
6 145 324
6 147 45
6 148 55
6 149 160
6 151 274
6 154 120
6 155 392
6 156 272
6 162 50
6 163 20
6 165 114
6 168 168
6 169 100
6 171 180
6 175 85
6 176 200
6 178 400
6 180 440
6 181 120
6 182 320
6 187 468
6 195 60
6 196 171
6 198 168
7 1 44
7 3 102
7 11 143
7 13 252
7 14 198
7 17 102
7 25 191
7 41 84
7 53 12
7 60 198
7 62 36
7 69 42
7 70 84
7 80 264
7 87 36
7 90 30
7 95 162
7 96 132
7 101 48
7 103 22
7 113 55
7 114 84
7 115 24
7 124 72
7 125 168
7 128 187
7 130 216
7 131 126
7 134 154
7 139 204
7 140 36
7 154 114
7 158 30
7 164 24
7 165 108
7 169 24
7 171 66
7 175 168
7 178 78
7 180 60
7 187 252
7 188 90
7 193 12
7 195 102
7 196 18
8 1 144
8 8 182
8 15 112
8 17 14
8 33 40
8 34 72
8 35 98
8 37 44
8 38 56
8 40 88
8 43 88
8 49 72
8 51 160
8 55 170
8 58 144
8 59 120
8 61 14
8 63 160
8 66 224
8 68 40
8 73 96
8 79 52
8 85 104
8 88 60
8 100 88
8 104 48
8 105 100
8 109 68
8 142 170
8 145 210
8 154 30
8 162 40
8 167 182
8 169 80
8 180 244
8 184 42
8 196 76
8 198 98
9 0 210
9 1 380
9 2 96
9 6 126
9 8 18
9 9 40
9 10 304
9 12 40
9 13 50
9 16 24
9 18 216
9 20 120
9 21 95
9 28 114
9 29 64
9 30 160
9 31 144
9 38 112
9 40 63
9 45 224
9 48 427
9 52 14
9 57 153
9 58 1
9 59 95
9 66 429
9 68 76
9 69 12
9 71 301
9 76 27
9 78 95
9 79 80
9 81 158
9 82 282
9 84 100
9 85 216
9 89 1
9 95 18
9 96 137
9 98 18
9 100 190
9 102 7
9 103 99
9 104 76
9 106 304
9 107 289
9 113 240
9 114 366
9 118 298
9 120 276
9 127 6
9 128 45
9 129 150
9 130 117
9 131 13
9 133 152
9 135 18
9 136 19
9 137 120
9 139 137
9 141 99
9 143 180
9 145 114
9 147 342
9 151 7
9 153 80
9 159 238
9 160 2
9 161 256
9 164 165
9 166 272
9 168 114
9 172 14
9 173 136
9 174 135
9 177 80
9 178 216
9 179 380
9 180 288
9 182 126
9 184 144
9 186 405
9 187 60
9 190 108
9 194 112
9 195 247
9 198 195
9 199 128
10 0 51
10 1 210
10 7 160
10 10 36
10 12 260
10 13 300
10 16 204
10 19 84
10 21 168
10 24 36
10 26 36
10 28 58
10 33 112
10 34 233
10 36 320
10 37 50
10 38 57
10 39 12
10 42 180
10 45 144
10 47 136
10 48 9
10 51 42
10 52 70
10 54 140
10 55 60
10 59 36
10 62 417
10 63 133
10 64 168
10 67 225
10 71 307
10 74 421
10 75 257
10 80 28
10 82 135
10 85 40
10 86 201
10 92 24
10 93 8
10 96 45
10 97 287
10 101 110
10 104 91
10 107 22
10 109 20
10 110 238
10 113 260
10 115 119
10 116 15
10 118 56
10 120 44
10 121 504
10 122 108
10 123 70
10 130 195
10 134 98
10 137 168
10 138 80
10 140 168
10 141 168
10 146 28
10 149 34
10 154 12
10 155 153
10 157 180
10 158 135
10 159 80
10 162 9
10 163 14
10 166 323
10 167 96
10 172 140
10 173 77
10 174 96
10 177 3
10 178 559
10 179 130
10 180 7
10 185 20
10 187 360
10 189 30
10 190 68
10 191 387
10 192 60
10 196 6
10 199 91
11 1 255
11 5 323
11 9 80
11 31 195
11 33 598
11 37 209
11 44 272
11 45 130
11 49 342
11 51 246
11 52 85
11 57 48
11 61 260
11 64 204
11 67 281
11 69 248
11 71 128
11 76 26
11 79 247
11 80 34
11 86 17
11 88 285
11 97 272
11 98 208
11 104 272
11 105 295
11 106 221
11 107 120
11 109 323
11 116 345
11 118 68
11 119 88
11 123 85
11 124 72
11 126 255
11 130 712
11 131 32
11 134 119
11 139 136
11 140 204
11 141 204
11 145 8
11 159 80
11 162 190
11 163 17
11 169 380
11 172 192
11 173 320
11 176 410
11 178 340
11 180 304
11 182 208
11 190 13
11 195 51
11 196 361
12 4 105
12 6 180
12 7 40
12 12 230
12 13 355
12 14 220
12 16 24
12 20 205
12 24 180
12 28 182
12 31 196
12 34 60
12 35 120
12 36 270
12 38 112
12 45 24
12 49 26
12 51 24
12 54 35
12 59 180
12 62 210
12 63 240
12 64 240
12 66 144
12 67 225
12 69 96
12 71 416
12 75 180
12 80 200
12 82 135
12 85 200
12 87 57
12 88 90
12 91 85
12 93 40
12 95 180
12 96 45
12 100 111
12 102 300
12 103 133
12 104 225
12 107 110
12 108 285
12 109 100
12 113 65
12 120 18
12 121 300
12 124 80
12 125 170
12 131 463
12 132 238
12 133 16
12 136 2
12 137 15
12 139 56
12 143 120
12 147 36
12 149 550
12 153 182
12 155 52
12 157 88
12 158 185
12 162 50
12 165 120
12 169 90
12 172 90
12 177 80
12 180 234
12 182 240
12 184 60
12 187 425
12 193 343
12 195 162
12 196 128
12 198 160
13 0 402
13 1 20
13 7 388
13 8 13
13 11 80
13 12 260
13 13 300
13 17 1
13 24 288
13 26 94
13 28 272
13 29 60
13 31 120
13 34 110
13 35 26
13 36 600
13 37 68
13 38 4
13 39 95
13 41 168
13 44 60
13 48 396
13 52 160
13 54 140
13 55 240
13 56 90
13 59 488
13 61 1
13 66 16
13 74 14
13 75 688
13 81 304
13 82 51
13 84 12
13 85 380
13 89 24
13 92 48
13 93 324
13 100 240
13 104 40
13 106 54
13 107 176
13 109 516
13 110 114
13 111 200
13 112 204
13 113 300
13 116 458
13 120 21
13 122 24
13 124 140
13 129 21
13 131 114
13 141 52
13 142 120
13 143 36
13 144 628
13 145 235
13 149 272
13 153 228
13 154 120
13 155 360
13 156 40
13 157 380
13 159 24
13 160 2
13 161 38
13 162 118
13 164 33
13 166 145
13 167 13
13 169 36
13 171 180
13 180 360
13 181 120
13 182 320
13 184 3
13 186 4
13 187 680
13 189 4
13 191 8
13 192 114
13 193 60
13 195 20
13 196 300
13 198 7
14 4 5
14 8 234
14 10 119
14 15 7
14 17 18
14 18 10
14 20 340
14 21 161
14 23 14
14 32 238
14 33 35
14 34 11
14 35 126
14 36 95
14 38 72
14 39 10
14 44 2
14 47 2
14 55 14
14 58 95
14 59 25
14 61 18
14 62 20
14 66 475
14 67 100
14 72 189
14 74 204
14 83 15
14 85 99
14 88 360
14 91 340
14 93 60
14 94 11
14 100 30
14 101 12
14 102 110
14 103 8
14 109 4
14 110 12
14 116 187
14 123 19
14 125 40
14 128 102
14 129 154
14 132 18
14 135 34
14 136 50
14 138 11
14 141 187
14 142 60
14 144 198
14 145 270
14 155 17
14 157 6
14 158 200
14 159 15
14 162 200
14 167 234
14 169 360
14 172 360
14 184 54
14 187 220
14 191 31
14 193 301
14 196 6
14 197 30
14 198 126
15 1 225
15 2 128
15 18 288
15 28 108
15 31 108
15 33 170
15 44 60
15 51 51
15 52 75
15 53 17
15 56 323
15 62 98
15 64 180
15 65 57
15 66 171
15 67 314
15 69 16
15 71 613
15 73 25
15 74 45
15 77 367
15 80 30
15 81 114
15 82 63
15 85 288
15 86 15
15 87 323
15 95 76
15 96 21
15 97 240
15 100 180
15 105 114
15 110 171
15 113 320
15 114 358
15 118 378
15 119 60
15 120 485
15 121 140
15 123 75
15 128 380
15 130 486
15 131 342
15 133 144
15 134 105
15 136 18
15 137 167
15 139 289
15 140 180
15 141 180
15 143 85
15 144 19
15 147 324
15 154 342
15 157 30
15 158 81
15 162 55
15 163 15
15 166 19
15 167 6
15 175 238
15 178 588
15 181 446
15 184 192
15 186 160
15 188 95
15 190 410
15 193 17
15 195 90
16 4 119
16 5 32
16 6 204
16 9 153
16 12 307
16 13 493
16 14 154
16 16 290
16 18 50
16 23 266
16 26 20
16 31 140
16 32 33
16 33 380
16 34 195
16 37 225
16 40 209
16 43 110
16 45 180
16 46 202
16 47 120
16 50 28
16 53 18
16 56 98
16 57 12
16 58 225
16 60 119
16 61 295
16 62 108
16 63 352
16 64 272
16 68 195
16 69 26
16 71 32
16 72 239
16 74 660
16 75 303
16 79 117
16 80 192
16 84 60
16 86 240
16 87 234
16 91 165
16 95 126
16 99 150
16 100 20
16 102 340
16 103 109
16 104 255
16 105 180
16 107 300
16 108 603
16 109 318
16 110 254
16 112 85
16 115 236
16 117 130
16 119 22
16 121 165
16 122 300
16 124 74
16 125 112
16 128 9
16 130 350
16 131 158
16 134 50
16 135 135
16 137 234
16 139 306
16 141 405
16 142 77
16 143 255
16 145 2
16 146 70
16 147 255
16 148 229
16 150 306
16 152 324
16 153 288
16 154 117
16 155 135
16 156 50
16 157 80
16 158 110
16 162 285
16 163 121
16 165 324
16 166 570
16 170 165
16 171 80
16 172 135
16 173 225
16 174 128
16 175 302
16 178 405
16 181 169
16 182 272
16 184 68
16 186 15
16 187 196
16 190 156
16 191 949
16 193 18
16 194 11
16 196 190
16 199 72
17 2 56
17 12 360
17 15 180
17 18 126
17 23 108
17 29 100
17 32 400
17 33 360
17 43 18
17 53 108
17 55 108
17 58 18
17 66 9
17 69 7
17 80 72
17 81 66
17 85 126
17 87 21
17 90 42
17 95 12
17 97 120
17 103 49
17 105 200
17 106 400
17 111 84
17 113 140
17 114 140
17 115 180
17 116 360
17 124 12
17 127 400
17 131 119
17 132 125
17 134 99
17 137 70
17 140 260
17 149 140
17 160 42
17 169 240
17 178 226
17 184 84
17 185 78
17 186 70
17 188 102
17 190 63
17 191 280
17 193 98
17 196 380
17 197 180
18 1 300
18 3 30
18 4 49
18 6 84
18 10 4
18 12 77
18 15 224
18 18 220
18 28 72
18 30 3
18 34 144
18 40 176
18 41 75
18 43 176
18 45 361
18 46 25
18 51 354
18 53 67
18 58 288
18 59 288
18 60 400
18 62 247
18 63 112
18 64 112
18 69 17
18 70 10
18 71 180
18 72 100
18 73 192
18 77 15
18 80 48
18 85 588
18 86 130
18 88 9
18 89 255
18 94 6
18 100 296
18 101 55
18 102 140
18 104 221
18 108 133
18 112 5
18 116 272
18 118 340
18 120 108
18 124 80
18 127 150
18 129 340
18 130 200
18 132 306
18 133 96
18 135 20
18 136 12
18 138 90
18 142 96
18 147 216
18 161 4
18 165 5
18 172 15
18 174 10
18 182 112
18 184 28
18 186 90
18 187 320
18 188 176
18 189 65
18 191 32
18 195 60
18 196 100
19 1 144
19 4 228
19 8 77
19 9 490
19 10 348
19 11 170
19 13 48
19 16 51
19 18 26
19 19 20
19 23 4
19 25 120
19 27 400
19 34 171
19 37 375
19 40 22
19 41 48
19 47 95
19 48 144
19 51 418
19 53 228
19 58 112
19 62 90
19 63 55
19 66 436
19 68 130
19 69 204
19 73 17
19 77 180
19 79 38
19 81 34
19 91 128
19 94 72
