25 25
0 6 152
0 15 76
0 18 57
1 21 6
1 22 15
2 1 6
2 4 12
2 10 3
2 11 33
2 12 30
2 14 221
2 15 21
3 6 13
3 8 13
3 23 78
4 2 90
4 5 20
4 6 3
4 7 30
4 8 3
4 11 210
4 16 120
4 20 90
4 21 140
4 23 78
4 24 190
5 2 114
5 3 84
5 6 90
5 7 342
5 10 57
5 14 102
5 21 18
6 3 224
6 4 108
6 5 170
6 6 240
6 7 90
6 10 108
6 13 54
6 14 272
6 18 70
6 21 48
7 2 162
7 6 96
7 7 54
7 9 15
7 11 306
7 13 72
7 14 138
7 15 174
7 16 216
7 18 36
7 20 365
7 22 45
7 23 108
8 1 187
8 3 112
8 6 120
8 10 90
8 13 165
8 14 136
8 17 27
8 21 24
9 6 306
9 7 108
9 14 117
10 7 24
10 9 36
10 10 12
10 14 72
10 20 120
10 21 39
10 22 54
11 5 51
11 6 80
11 10 10
11 15 40
11 17 3
11 18 51
14 11 136
14 21 22
14 22 55
15 3 84
15 6 90
15 7 136
15 10 68
15 11 88
15 14 206
15 21 239
15 22 306
16 1 6
16 4 12
16 9 30
16 10 3
16 11 33
16 12 30
16 13 144
16 14 276
16 15 273
16 20 406
16 22 90
17 2 66
17 7 198
17 10 33
17 21 36
17 22 90
18 5 80
18 6 153
18 7 54
18 22 160
18 23 360
19 1 204
19 9 40
19 13 180
20 1 32
20 4 64
20 5 221
20 10 16
20 11 176
20 12 160
20 15 112
20 18 91
21 2 9
21 4 144
21 6 96
21 7 123
21 10 144
21 11 17
21 13 72
21 15 48
21 16 12
21 18 36
21 20 9
21 23 6
23 4 306
23 5 187
23 6 306
23 7 363
23 10 306
23 13 153
23 18 77
24 11 56
24 13 15
24 14 52
