500 500
0 0 58719
0 1 54918
0 2 54516
0 3 53652
0 4 56161
0 5 57003
0 6 55086
0 7 54754
0 8 56049
0 9 57646
0 10 54885
0 11 56828
0 12 55500
0 13 55216
0 14 56508
0 15 52187
0 16 55849
0 17 55142
0 18 58427
0 19 54953
0 20 54646
0 21 53863
0 22 55708
0 23 55373
0 24 58921
0 25 54826
0 26 56283
0 27 56776
0 28 54937
0 29 57984
0 30 55304
0 31 54258
0 32 57523
0 33 55334
0 34 56033
0 35 53050
0 36 54001
0 37 56486
0 38 57036
0 39 53661
0 40 56354
0 41 54120
0 42 53746
0 43 56469
0 44 55763
0 45 55452
0 46 53994
0 47 54740
0 48 55942
0 49 57632
0 50 56381
0 51 53927
0 52 55557
0 53 55696
0 54 54823
0 55 56076
0 56 56891
0 57 55547
0 58 55032
0 59 52611
0 60 54678
0 61 54091
0 62 58483
0 63 55506
0 64 55679
0 65 55015
0 66 55487
0 67 56913
0 68 58428
0 69 58156
0 70 55767
0 71 57042
0 72 51998
0 73 56356
0 74 57523
0 75 55867
0 76 56616
0 77 56022
0 78 57847
0 79 53284
0 80 57050
0 81 55378
0 82 52817
0 83 54401
0 84 56668
0 85 56915
0 86 57179
0 87 56275
0 88 58393
0 89 55813
0 90 51140
0 91 57000
0 92 55807
0 93 56184
0 94 55235
0 95 58011
0 96 53473
0 97 55621
0 98 52979
0 99 55050
0 100 55635
0 101 57310
0 102 55685
0 103 56617
0 104 57371
0 105 56845
0 106 54672
0 107 54868
0 108 53765
0 109 53340
0 110 53884
0 111 54624
0 112 57917
0 113 58402
0 114 51202
0 115 55862
0 116 56299
0 117 53156
0 118 54683
0 119 58787
0 120 56777
0 121 55470
0 122 53014
0 123 55472
0 124 56275
0 125 54358
0 126 58502
0 127 57271
0 128 55437
0 129 54045
0 130 54783
0 131 57159
0 132 55819
0 133 55578
0 134 54353
0 135 57314
0 136 57455
0 137 58389
0 138 58818
0 139 57230
0 140 55869
0 141 54925
0 142 56441
0 143 55130
0 144 55512
0 145 55089
0 146 56366
0 147 58428
0 148 54664
0 149 55568
0 150 57163
0 151 55814
0 152 59106
0 153 56628
0 154 58849
0 155 56488
0 156 55183
0 157 56366
0 158 54314
0 159 55536
0 160 55728
0 161 56827
0 162 55070
0 163 57824
0 164 56273
0 165 55015
0 166 56036
0 167 58056
0 168 57591
0 169 55336
0 170 56848
0 171 55455
0 172 54372
0 173 57604
0 174 55143
0 175 56881
0 176 54688
0 177 54422
0 178 56500
0 179 55579
0 180 59225
0 181 56069
0 182 56966
0 183 56391
0 184 57037
0 185 54634
0 186 55109
0 187 55088
0 188 53780
0 189 55068
0 190 57098
0 191 57509
0 192 54000
0 193 55282
0 194 55843
0 195 58768
0 196 55296
0 197 54885
0 198 57751
0 199 55264
0 200 54713
0 201 56707
0 202 55343
0 203 56765
0 204 55333
0 205 52508
0 206 55730
0 207 55242
0 208 54983
0 209 56555
0 210 56256
0 211 56239
0 212 55961
0 213 55773
0 214 53896
0 215 56995
0 216 54356
0 217 55562
0 218 56026
0 219 55361
0 220 55381
0 221 56273
0 222 55076
0 223 59782
0 224 55841
0 225 57830
0 226 57464
0 227 54349
0 228 54933
0 229 57835
0 230 56063
0 231 57525
0 232 54215
0 233 56335
0 234 55368
0 235 56792
0 236 54824
0 237 58777
0 238 56296
0 239 55827
0 240 58333
0 241 58269
0 242 56851
0 243 58572
0 244 55840
0 245 56342
0 246 57102
0 247 54225
0 248 54538
0 249 54677
0 250 58028
0 251 55204
0 252 55497
0 253 57790
0 254 57798
0 255 54708
0 256 57470
0 257 53665
0 258 55809
0 259 54799
0 260 54387
0 261 58417
0 262 55736
0 263 55793
0 264 55130
0 265 58598
0 266 56613
0 267 55110
0 268 56755
0 269 51772
0 270 56547
0 271 58326
0 272 55650
0 273 54973
0 274 54928
0 275 53426
0 276 58227
0 277 55683
0 278 55891
0 279 53285
0 280 54475
0 281 54356
0 282 56737
0 283 55901
0 284 53783
0 285 54955
0 286 55818
0 287 53706
0 288 55421
0 289 55395
0 290 55582
0 291 53231
0 292 53319
0 293 57201
0 294 53161
0 295 53499
0 296 55201
0 297 55389
0 298 57166
0 299 56738
0 300 55380
0 301 58169
0 302 54804
0 303 55274
0 304 56570
0 305 56850
0 306 53976
0 307 53996
0 308 55228
0 309 56299
0 310 54860
0 311 58687
0 312 55969
0 313 56976
0 314 53097
0 315 56096
0 316 56877
0 317 57964
0 318 57791
0 319 55445
0 320 54442
0 321 54458
0 322 58396
0 323 55394
0 324 58375
0 325 53396
0 326 55206
0 327 57563
0 328 55906
0 329 55348
0 330 56014
0 331 54201
0 332 56409
0 333 57850
0 334 55972
0 335 56721
0 336 56642
0 337 57430
0 338 57162
0 339 56267
0 340 55785
0 341 58216
0 342 56589
0 343 57717
0 344 53709
0 345 58941
0 346 53174
0 347 59348
0 348 53114
0 349 55912
0 350 56770
0 351 55829
0 352 54259
0 353 57694
0 354 56030
0 355 53871
0 356 54728
0 357 54360
0 358 53632
0 359 57102
0 360 57063
0 361 55621
0 362 50888
0 363 53890
0 364 54498
0 365 52020
0 366 56076
0 367 55855
0 368 56532
0 369 56661
0 370 58646
0 371 55660
0 372 57492
0 373 56683
0 374 54760
0 375 55121
0 376 53369
0 377 57219
0 378 54959
0 379 54207
0 380 55578
0 381 53417
0 382 54175
0 383 53993
0 384 54753
0 385 56056
0 386 57930
0 387 56843
0 388 56564
0 389 53326
0 390 57698
0 391 56404
0 392 57056
0 393 58348
0 394 57085
0 395 55473
0 396 55245
0 397 58861
0 398 56824
0 399 56496
0 400 58054
0 401 58853
0 402 56816
0 403 54745
0 404 59084
0 405 57877
0 406 56384
0 407 57811
0 408 54274
0 409 54151
0 410 56435
0 411 53760
0 412 56897
0 413 58265
0 414 52181
0 415 54704
0 416 57769
0 417 56042
0 418 55696
0 419 53875
0 420 57254
0 421 57323
0 422 52725
0 423 56694
0 424 53648
0 425 56658
0 426 55196
0 427 57536
0 428 56896
0 429 56222
0 430 56406
0 431 55474
0 432 55428
0 433 55226
0 434 51829
0 435 58579
0 436 54728
0 437 57500
0 438 57566
0 439 57159
0 440 54968
0 441 56223
0 442 54244
0 443 52756
0 444 56257
0 445 54978
0 446 53650
0 447 55855
0 448 53925
0 449 53422
0 450 56971
0 451 55659
0 452 56901
0 453 58036
0 454 55712
0 455 57953
0 456 53673
0 457 56896
0 458 59730
0 459 54785
0 460 57553
0 461 55700
0 462 56258
0 463 53865
0 464 57725
0 465 56624
0 466 55297
0 467 55601
0 468 53834
0 469 59797
0 470 56492
0 471 55586
0 472 55648
0 473 53047
0 474 55764
0 475 54763
0 476 57088
0 477 58805
0 478 58359
0 479 56096
0 480 52104
0 481 56489
0 482 55141
0 483 54764
0 484 56838
0 485 57463
0 486 53887
0 487 54895
0 488 54491
0 489 54011
0 490 59031
0 491 54609
0 492 55058
0 493 57292
0 494 54147
0 495 57425
0 496 55331
0 497 57774
0 498 56862
0 499 52575
1 0 55534
1 1 52089
1 2 53055
1 3 52266
1 4 53204
1 5 52632
1 6 52723
1 7 52172
1 8 53236
1 9 55975
1 10 53474
1 11 52523
1 12 54356
1 13 54870
1 14 55183
1 15 51883
1 16 55246
1 17 53478
1 18 55165
1 19 52816
1 20 53781
1 21 51589
1 22 52951
1 23 54468
1 24 56272
1 25 52556
1 26 54566
1 27 54573
1 28 52613
1 29 55616
1 30 53262
1 31 52791
1 32 55655
1 33 53946
1 34 54746
1 35 51912
1 36 54146
1 37 54628
1 38 53207
1 39 51805
1 40 55453
1 41 52554
1 42 53769
1 43 54670
