100 100
1 80 80
5 3 63
5 21 36
5 34 8
5 82 13
7 17 26
7 73 100
7 97 8
10 21 117
10 34 26
10 71 110
10 82 26
11 14 104
11 95 102
13 27 88
13 73 240
13 77 187
14 14 12
14 18 48
14 61 64
18 80 180
20 18 24
20 61 32
21 46 154
21 57 1
21 58 18
21 66 154
21 84 9
29 11 70
29 44 200
31 36 105
35 24 28
35 54 20
35 81 26
38 27 88
38 56 114
38 77 187
38 99 114
39 57 52
39 67 144
39 96 72
40 59 95
40 82 361
42 56 63
42 77 105
42 96 18
44 46 209
44 57 3
44 58 54
44 66 209
44 82 11
44 84 27
45 16 38
45 31 266
45 45 323
45 71 121
49 17 117
49 97 36
51 20 72
53 54 135
53 71 117
56 56 18
56 77 30
58 36 285
58 71 198
60 10 80
60 18 39
60 65 45
60 73 60
61 17 91
61 80 280
61 97 28
62 63 40
63 21 90
63 34 20
63 82 20
69 23 85
69 37 65
72 24 196
72 54 140
72 81 182
73 38 195
73 46 220
73 56 300
73 66 220
73 99 195
77 96 18
82 23 170
82 37 130
86 57 13
86 96 18
88 10 288
88 19 144
88 65 162
90 23 136
90 37 104
90 46 88
90 66 88
91 19 24
97 15 240
97 38 156
97 56 240
97 66 272
97 99 156
99 95 66
