1000 1000
0 8 5
0 15 238
0 21 36
0 25 1
0 33 36
0 42 306
0 43 450
0 53 32
0 57 30
0 59 204
0 63 20
0 65 4
0 84 32
0 105 263
0 113 90
0 141 48
0 147 64
0 157 108
0 160 42
0 170 13
0 178 30
0 181 40
0 191 40
0 200 48
0 206 187
0 214 96
0 219 270
0 220 88
0 225 162
0 243 16
0 261 289
0 268 20
0 277 15
0 284 40
0 287 342
0 293 255
0 295 110
0 299 35
0 308 204
0 317 4
0 319 2
0 324 14
0 330 288
0 334 90
0 339 40
0 345 377
0 347 52
0 359 144
0 369 140
0 376 280
0 393 143
0 399 4
0 404 289
0 420 72
0 432 360
0 435 200
0 443 30
0 449 44
0 457 76
0 470 8
0 473 144
0 476 24
0 513 51
0 520 16
0 522 35
0 535 54
0 541 17
0 542 209
0 555 20
0 561 216
0 571 24
0 582 360
0 588 33
0 593 5
0 601 144
0 619 187
0 621 51
0 633 55
0 636 48
0 645 17
0 648 119
0 665 216
0 670 10
0 681 270
0 695 272
0 709 289
0 719 52
0 722 48
0 727 64
0 737 42
0 769 170
0 771 119
0 783 360
0 802 34
0 803 90
0 807 187
0 813 52
0 823 72
0 825 40
0 830 17
0 831 400
0 876 240
0 878 34
0 885 75
0 888 252
0 902 324
0 903 2
0 908 16
0 913 176
0 920 198
0 926 260
0 928 65
0 944 110
0 967 340
0 974 52
0 984 121
0 998 52
1 9 112
1 10 51
1 14 14
1 25 64
1 27 56
1 30 224
1 37 128
1 74 42
1 78 64
1 112 32
1 125 88
1 126 24
1 135 16
1 140 168
1 151 126
1 164 168
1 168 24
1 173 304
1 175 160
1 181 208
1 218 80
1 235 160
1 246 80
1 254 10
1 262 33
1 282 168
1 291 104
1 340 55
1 341 272
1 346 8
1 353 60
1 354 15
1 370 80
1 373 7
1 385 196
1 434 320
1 455 96
1 478 32
1 479 144
1 493 51
1 501 12
1 528 112
1 538 80
1 550 120
1 562 360
1 565 24
1 573 176
1 581 144
1 586 104
1 596 144
1 602 136
1 629 24
1 631 5
1 632 84
1 634 24
1 642 140
1 650 154
1 652 42
1 677 6
1 730 57
1 736 70
1 763 20
1 765 72
1 769 5
1 775 48
1 780 64
1 782 136
1 798 128
1 802 126
1 819 65
1 821 120
1 828 104
1 861 9
1 872 11
1 882 128
1 884 201
1 889 204
1 896 64
1 905 154
1 921 24
1 924 272
1 934 112
1 950 24
1 954 8
1 971 36
1 989 168
2 0 84
2 6 432
2 20 112
2 26 32
2 41 14
2 56 120
2 72 126
2 77 152
2 79 288
2 87 238
2 116 216
2 118 144
2 143 252
2 171 270
2 180 78
2 183 252
2 195 252
2 200 99
2 204 128
2 228 216
2 232 80
2 235 154
2 261 324
2 291 42
2 304 70
2 324 171
2 329 90
2 361 160
2 390 80
2 420 144
2 479 136
2 528 26
2 529 247
2 539 96
2 563 221
2 594 63
2 621 6
2 628 324
2 635 81
2 644 8
2 661 130
2 678 78
2 679 80
2 691 234
2 695 99
2 708 270
2 715 126
2 728 42
2 735 18
2 736 20
2 744 441
2 746 39
2 760 182
2 778 14
2 783 306
2 828 38
2 840 18
2 844 18
2 847 224
2 854 117
2 896 136
2 916 182
2 917 24
2 926 80
2 930 196
2 948 208
3 20 36
3 21 4
3 33 110
3 48 12
3 65 260
3 66 252
3 69 360
3 71 162
3 108 3
3 110 42
3 121 72
3 150 128
3 153 90
3 158 110
3 170 14
3 172 76
3 187 320
3 193 96
3 194 17
3 195 65
3 202 247
3 204 176
3 214 169
3 216 35
3 219 39
3 228 342
3 229 120
3 235 256
3 236 72
3 252 72
3 255 16
3 263 126
3 268 18
3 288 34
3 290 171
3 296 144
3 299 14
3 310 304
3 321 156
3 322 240
3 328 180
3 340 135
3 341 70
3 349 65
3 358 84
3 380 247
3 384 144
3 387 99
3 390 5
3 402 9
3 405 128
3 408 20
3 409 95
3 417 162
3 423 39
3 426 208
3 450 90
3 451 324
3 454 349
3 455 144
3 458 99
3 460 128
3 462 36
3 468 306
3 472 169
3 480 130
3 497 64
3 501 171
3 508 30
3 523 180
3 526 40
3 560 75
3 574 318
3 582 234
3 583 45
3 586 14
3 590 288
3 595 26
3 596 14
3 601 24
3 602 323
3 603 160
3 609 144
3 611 176
3 661 108
3 687 18
3 691 388
3 701 361
3 718 10
3 728 112
3 738 288
3 741 96
3 746 396
3 755 221
3 763 80
3 781 10
3 782 24
3 791 36
3 796 114
3 804 2
3 813 64
3 825 304
3 826 320
3 836 180
3 851 234
3 857 261
3 868 50
3 873 117
3 880 104
3 894 221
3 905 81
3 911 133
3 918 36
3 922 234
3 937 80
3 947 144
3 951 176
3 970 75
3 988 19
3 994 288
3 999 90
4 11 10
4 36 66
4 43 324
4 44 160
4 58 121
4 60 4
4 63 128
4 84 4
4 141 90
4 147 32
4 159 80
4 176 26
4 180 130
4 183 153
4 188 60
4 201 180
4 221 12
4 225 17
4 236 140
4 239 136
4 251 169
4 252 99
4 269 22
4 277 16
4 289 9
4 299 5
4 310 90
4 327 15
4 330 14
4 338 3
4 348 100
4 358 18
4 374 238
4 375 13
4 402 26
4 406 6
4 418 2
4 419 14
4 425 6
4 433 85
4 446 24
4 453 5
4 454 20
4 455 104
4 458 136
4 461 14
4 462 119
4 463 180
4 474 32
4 476 180
4 478 320
4 486 72
4 491 190
4 492 30
4 504 5
4 508 80
4 512 140
4 513 16
4 518 143
4 528 50
4 540 99
4 567 20
4 568 187
4 572 68
4 573 2
4 592 16
4 594 20
4 599 40
4 605 38
4 610 289
4 622 16
4 625 80
4 632 221
4 648 130
4 653 171
4 660 40
4 669 130
4 677 16
4 681 8
4 685 340
4 693 96
4 695 9
4 716 78
4 736 32
4 741 2
4 763 130
4 772 18
4 782 286
4 815 40
4 830 4
4 837 20
4 847 34
4 863 18
4 874 132
4 879 398
4 881 11
4 882 272
4 891 288
4 897 110
4 903 102
4 904 19
4 909 198
4 915 18
4 917 150
4 920 256
4 928 19
4 929 11
4 930 160
4 945 323
4 953 198
4 955 88
4 960 34
4 966 144
4 971 14
4 987 63
4 992 289
4 996 45
4 998 340
5 10 156
5 25 21
5 27 285
5 38 52
5 50 143
5 52 182
5 54 91
5 69 91
5 80 52
5 97 208
5 118 182
5 122 260
5 148 323
5 164 260
5 180 104
5 215 96
5 217 209
5 236 208
5 240 36
5 242 506
5 243 152
5 296 52
5 299 221
5 331 24
5 385 26
5 415 111
5 435 342
5 437 361
5 438 95
5 477 285
5 510 156
5 512 190
5 515 65
5 520 156
5 541 13
5 551 9
5 574 234
5 586 156
5 604 342
5 617 228
5 673 288
5 689 288
5 695 52
5 712 65
5 726 195
5 729 247
5 751 24
5 756 198
5 764 52
5 801 104
5 808 240
5 822 57
5 824 247
5 825 126
5 834 324
5 847 342
5 851 143
5 855 12
5 859 91
5 888 156
5 897 57
5 928 13
5 931 48
5 937 57
5 953 290
5 956 64
5 961 130
6 3 52
6 17 143
