100 100
0 0 9887
0 1 10916
0 2 10441
0 3 11806
0 4 9880
0 5 10418
0 6 12481
0 7 10788
0 8 11094
0 9 11295
0 10 10058
0 11 10478
0 12 11012
0 13 10640
0 14 10744
0 15 11329
0 16 10233
0 17 11494
0 18 10740
0 19 10950
0 20 10903
0 21 10914
0 22 11122
0 23 10224
0 24 10506
0 25 10679
0 26 10781
0 27 11740
0 28 10593
0 29 9850
0 30 9790
0 31 10288
0 32 10731
0 33 11297
0 34 12339
0 35 10428
0 36 11472
0 37 10191
0 38 11004
0 39 11273
0 40 11778
0 41 9821
0 42 10833
0 43 12302
0 44 10642
0 45 10322
0 46 11785
0 47 12140
0 48 11304
0 49 11233
0 50 11818
0 51 9992
0 52 10886
0 53 11094
0 54 12113
0 55 10998
0 56 10935
0 57 10467
0 58 11295
0 59 11944
0 60 9719
0 61 11623
0 62 12305
0 63 11425
0 64 10836
0 65 11130
0 66 11759
0 67 11103
0 68 11530
0 69 10061
0 70 10461
0 71 11007
0 72 9913
0 73 11382
0 74 10710
0 75 10672
0 76 10599
0 77 11095
0 78 11810
0 79 12355
0 80 10507
0 81 11777
0 82 10879
0 83 10644
0 84 11040
0 85 10429
0 86 12196
0 87 11444
0 88 10817
0 89 10432
0 90 10531
0 91 10878
0 92 10860
0 93 10268
0 94 8834
0 95 10383
0 96 11802
0 97 10056
0 98 11134
0 99 11595
1 0 9663
1 1 10808
1 2 10050
1 3 11245
1 4 9652
1 5 10384
1 6 11677
1 7 11334
1 8 10987
1 9 10974
1 10 9461
1 11 9760
1 12 10847
1 13 11474
1 14 10981
1 15 11326
1 16 10415
1 17 11281
1 18 10628
1 19 11306
1 20 10683
1 21 10931
1 22 11253
1 23 10778
1 24 10122
1 25 10414
1 26 10693
1 27 10996
1 28 10560
1 29 9713
1 30 9735
1 31 9564
1 32 10154
1 33 11659
1 34 11688
1 35 10123
1 36 11355
1 37 10855
1 38 10436
1 39 10606
1 40 11655
1 41 9813
1 42 10861
1 43 12295
1 44 10408
1 45 10550
1 46 11181
