100 100
0 6 51
0 7 60
0 9 198
0 11 240
0 12 216
0 18 54
0 26 81
0 27 9
0 36 360
0 38 240
0 40 57
0 41 552
0 43 55
0 45 18
0 53 180
0 58 180
0 61 280
0 63 423
0 66 60
0 67 306
0 74 52
0 80 360
0 82 300
0 85 225
0 89 126
0 91 3
1 4 221
1 5 221
1 11 84
1 12 99
1 15 52
1 24 36
1 29 26
1 48 63
1 59 135
1 61 98
1 66 21
1 69 36
1 74 14
1 75 117
1 82 105
2 7 12
2 10 230
2 14 140
2 16 480
2 18 76
2 20 81
2 30 154
2 35 54
2 37 8
2 38 8
2 39 24
2 46 194
2 48 140
2 52 36
2 53 27
2 59 16
2 63 288
2 64 20
2 65 40
2 68 117
2 71 220
2 73 12
2 74 320
2 78 36
2 81 164
2 83 154
2 86 32
2 90 48
2 91 56
2 92 126
2 97 40
3 5 20
3 8 140
3 10 234
3 12 26
3 22 119
3 24 112
3 25 22
3 39 154
3 40 84
3 57 56
3 58 14
3 59 169
3 60 45
3 67 33
3 68 8
3 73 113
3 77 260
3 78 220
3 86 38
3 89 229
3 95 71
3 96 247
3 97 238
3 99 33
4 4 12
4 7 168
4 10 60
4 24 216
4 32 221
4 40 265
4 43 193
4 50 260
4 51 45
4 55 324
4 57 54
4 65 1
4 69 30
4 71 150
4 73 11
4 74 91
4 84 39
4 87 96
4 90 164
4 91 26
4 93 288
4 96 13
5 2 16
5 18 40
5 33 234
5 34 24
5 61 216
5 68 252
5 72 12
5 76 96
5 94 2
5 97 10
5 99 24
6 3 114
6 5 170
6 10 270
6 12 170
6 18 36
6 19 114
6 23 84
6 25 187
6 26 54
6 28 210
6 29 80
6 36 10
6 38 28
6 40 234
6 41 108
6 42 20
6 45 12
6 53 36
6 55 140
6 59 195
6 60 102
6 61 90
6 63 90
6 65 18
6 66 84
6 68 68
6 73 198
6 76 170
6 77 300
6 81 12
6 86 323
6 89 520
6 90 360
6 95 68
6 96 519
7 7 48
7 11 45
7 16 380
7 18 133
7 29 18
7 39 114
7 46 323
7 60 6
7 65 146
7 67 60
7 73 57
7 91 266
7 97 190
7 99 12
8 4 323
8 5 323
8 10 33
8 11 24
8 12 234
8 15 76
8 29 38
8 57 130
8 59 3
8 61 28
8 66 6
8 74 4
8 75 171
8 81 24
8 82 30
9 21 96
9 53 208
9 55 32
9 62 160
9 71 192
9 74 16
9 75 128
10 2 40
10 4 117
10 7 51
10 8 260
10 9 143
10 12 156
10 15 221
10 18 204
10 22 286
10 24 16
10 25 208
10 32 40
10 36 260
10 37 34
10 38 34
10 40 156
10 41 260
10 53 130
10 62 32
10 63 208
10 64 85
10 65 85
10 73 169
10 78 169
10 80 260
10 89 130
10 95 117
10 96 4
11 3 154
11 4 4
11 6 160
11 17 120
11 32 136
11 39 380
11 43 24
11 49 360
11 50 160
11 51 15
11 62 140
11 69 10
11 70 38
11 74 56
11 76 133
11 77 180
11 84 24
11 85 14
11 86 60
11 91 16
11 95 240
12 5 49
12 8 162
12 10 222
12 14 133
12 20 63
12 23 342
12 34 236
12 35 42
12 36 136
12 44 576
12 45 198
12 46 98
12 49 30
12 52 28
12 53 129
12 56 152
12 57 19
12 60 36
12 61 289
12 63 91
12 68 91
12 70 57
12 71 98
12 74 228
12 76 136
12 81 28
12 82 18
12 84 209
12 86 285
12 94 54
13 6 28
13 11 72
13 13 135
13 32 14
13 38 8
13 39 152
13 42 36
13 45 28
13 52 22
13 53 108
13 55 247
13 60 126
13 61 84
13 63 228
13 66 54
13 74 66
13 78 162
13 82 206
13 87 34
13 91 9
14 0 57
14 5 50
14 6 168
14 7 48
14 9 288
14 11 45
14 12 315
14 25 225
14 26 304
14 28 270
14 29 170
14 30 35
14 32 84
14 34 133
14 36 19
14 37 55
14 38 84
14 42 52
14 45 168
14 46 304
14 52 132
14 54 105
14 55 506
14 59 288
14 60 36
14 61 190
14 64 56
14 65 99
14 67 60
14 68 20
14 74 100
14 76 323
14 78 21
14 79 18
14 81 24
14 82 240
14 83 35
14 85 57
14 86 95
14 87 204
14 89 360
14 94 57
14 95 292
14 99 12
15 34 12
15 44 96
15 49 90
15 56 48
15 57 6
15 70 18
15 74 72
15 84 66
16 63 288
16 74 320
16 86 32
16 90 48
17 3 285
17 18 84
17 19 285
17 23 210
17 32 168
17 34 10
17 35 70
17 44 80
17 50 210
17 53 90
17 56 40
17 57 5
17 61 150
17 63 216
17 66 210
17 70 15
17 73 196
17 74 468
17 81 30
17 82 112
17 84 55
17 85 42
17 86 24
17 90 36
18 20 54
18 21 20
18 24 32
18 28 10
18 36 136
18 37 5
18 38 90
18 39 44
18 40 216
18 41 20
18 44 272
18 55 228
18 57 16
18 58 208
18 61 421
18 66 168
18 77 12
18 86 51
18 88 108
18 90 342
18 97 68
19 2 84
19 5 189
19 10 9
19 11 17
19 14 285
19 19 2
19 20 54
19 28 7
19 31 8
19 38 90
19 40 314
19 48 56
19 53 96
19 57 18
19 58 252
19 63 593
19 70 16
19 71 210
19 73 238
19 74 240
19 76 56
19 83 210
19 84 24
19 86 24
19 90 378
19 98 19
20 8 27
20 9 288
20 10 100
20 23 137
20 24 252
20 25 128
20 26 304
20 29 380
20 30 220
20 34 33
20 37 48
20 40 60
20 45 33
20 46 304
20 53 18
20 54 105
20 55 300
20 59 448
20 60 6
20 65 48
20 67 204
20 74 260
20 82 3
20 86 39
20 87 142
20 90 168
20 94 9
20 95 272
21 0 21
21 3 133
21 8 99
21 10 110
21 14 114
21 17 140
21 18 238
21 19 133
21 21 90
21 23 307
21 34 170
21 38 24
21 45 121
21 46 4
21 53 108
21 57 114
21 58 84
21 59 84
21 60 22
21 61 70
21 65 28
21 66 98
21 69 110
21 81 14
21 82 11
21 85 21
21 86 143
21 88 68
21 91 4
21 92 30
21 93 84
21 94 54
22 0 28
22 2 170
22 6 40
22 7 192
22 9 90
22 12 72
22 24 68
22 25 60
22 32 170
22 36 120
22 41 120
22 43 176
22 53 60
22 58 76
22 62 136
22 63 96
22 78 131
22 79 54
22 80 120
22 81 72
22 89 42
22 96 17
23 7 156
23 10 240
23 12 14
23 25 12
23 30 10
23 31 162
23 32 150
23 42 4
23 43 224
23 51 90
23 54 30
23 61 38
23 64 16
23 70 54
23 76 165
23 81 105
23 83 10
23 87 60
23 90 15
23 99 117
24 3 190
24 7 192
24 10 8
24 11 180
24 19 190
24 23 140
24 29 72
24 33 90
24 36 68
24 39 144
24 49 20
24 53 60
24 55 540
24 60 24
24 61 100
24 63 216
24 65 204
24 66 140
24 67 393
24 74 36
24 81 20
24 82 144
24 95 76
24 99 96
25 5 70
25 7 24
25 14 190
25 16 240
25 40 26
25 43 22
25 63 130
25 65 2
25 71 272
25 73 22
25 90 40
25 96 26
26 5 19
26 6 266
26 10 9
26 11 132
26 24 9
26 32 133
26 38 76
26 45 266
26 47 19
26 52 209
26 61 154
26 66 39
26 74 174
26 78 27
26 82 545
26 87 323
27 2 68
27 9 33
27 12 190
27 14 133
27 15 56
27 17 16
27 19 136
27 21 189
27 29 112
27 31 32
27 32 272
27 36 71
27 39 104
27 41 60
27 42 22
27 43 48
27 50 320
27 53 212
27 55 182
27 57 133
27 58 160
27 61 33
27 62 148
27 63 48
27 65 120
27 68 52
27 71 196
27 74 126
27 75 112
27 76 187
27 80 60
27 81 32
27 84 144
27 85 224
27 86 8
27 87 56
27 89 21
27 91 32
27 92 171
27 93 98
27 97 32
28 2 340
28 5 130
28 8 160
28 10 80
28 11 17
28 15 280
28 17 80
28 20 5
28 22 136
28 24 288
28 25 143
28 26 8
28 28 120
28 29 120
28 31 231
28 32 85
28 37 35
28 38 35
28 40 136
28 43 15
28 48 70
28 50 100
28 52 130
28 53 120
28 54 72
28 55 78
28 58 9
28 59 80
28 60 78
28 63 221
28 66 4
28 68 351
28 71 20
28 73 104
28 74 55
28 75 143
28 77 156
28 78 202
28 84 45
28 86 287
28 87 148
28 89 184
28 90 192
28 91 10
28 95 124
29 0 98
29 6 140
29 8 9
29 9 84
29 14 40
29 25 210
29 30 44
29 31 153
29 39 130
29 40 196
29 41 126
29 48 40
29 52 90
29 55 306
29 57 42
29 58 466
29 62 10
29 63 153
29 68 27
29 71 30
29 72 81
29 75 99
29 77 108
29 78 117
29 81 171
29 83 44
29 84 120
29 85 120
29 92 206
29 93 224
30 0 9
30 10 152
30 14 128
30 28 27
30 31 18
30 33 195
30 34 309
30 44 306
30 50 54
30 51 16
30 61 180
30 63 126
30 68 210
30 70 32
30 85 9
30 86 144
30 93 99
30 94 9
30 95 27
30 97 477
31 2 60
31 7 51
31 10 77
31 18 204
31 19 323
31 24 24
31 28 114
31 31 216
31 32 60
31 33 56
31 37 34
31 38 34
31 46 98
31 48 12
31 54 42
31 57 102
31 59 7
31 62 76
31 64 139
31 65 370
31 71 114
31 73 66
31 75 30
31 78 177
31 81 132
31 85 304
31 86 6
31 87 133
31 96 6
31 97 76
31 98 56
32 7 208
32 9 306
32 10 100
32 11 195
32 24 360
32 25 136
32 26 323
32 29 78
32 31 80
32 33 32
32 37 51
32 40 40
32 46 379
32 54 70
32 55 255
32 59 386
32 60 26
32 62 16
32 65 272
32 67 260
32 87 180
32 90 240
32 95 289
32 98 32
32 99 52
33 13 154
33 24 152
33 39 209
33 41 99
33 57 76
33 58 19
33 77 33
33 92 44
33 93 44
33 97 323
34 4 99
34 7 36
34 15 187
34 18 144
34 22 55
34 25 176
34 28 76
34 33 65
34 37 24
34 38 24
34 48 8
34 54 28
34 57 68
34 61 60
34 64 96
34 65 60
34 68 70
34 71 76
34 73 44
34 75 20
34 78 108
34 86 4
35 1 60
35 7 96
35 10 35
35 11 90
35 22 45
35 24 126
35 28 90
35 29 36
35 31 162
35 38 12
35 42 18
35 43 81
35 49 36
35 56 39
35 57 18
35 60 12
35 65 102
35 67 120
35 70 9
35 73 36
35 78 36
35 87 56
35 89 120
35 90 84
35 98 42
35 99 141
36 3 323
36 12 224
36 19 323
36 23 238
36 29 128
36 36 16
36 42 32
36 53 102
36 55 224
36 61 218
36 66 264
36 76 272
36 78 117
36 81 34
37 2 170
37 18 60
37 24 68
37 26 60
37 32 290
37 34 16
37 35 50
37 47 6
37 50 150
37 57 9
37 62 136
37 72 8
37 73 140
37 74 120
37 76 64
37 78 68
37 79 39
37 81 3
37 82 80
37 85 30
37 96 17
37 98 36
38 3 143
38 6 27
38 12 108
38 44 117
38 49 65
38 53 180
38 57 60
38 61 180
38 62 130
38 65 99
38 66 14
38 68 18
38 78 63
38 85 94
38 92 180
39 2 85
39 11 323
39 15 70
39 16 300
39 17 20
39 20 95
39 26 152
39 29 30
39 32 119
39 36 120
39 38 361
39 43 21
39 44 240
39 50 140
39 54 38
39 58 171
39 61 255
39 68 65
39 71 170
39 74 49
39 78 285
39 84 21
39 86 55
39 91 14
40 1 400
40 8 72
40 9 42
40 10 80
40 22 300
40 23 152
40 24 112
40 33 182
40 34 100
40 39 154
40 42 120
40 45 88
40 49 250
40 53 48
40 56 260
40 57 176
40 58 14
40 60 16
40 72 6
40 73 240
40 76 48
40 78 240
40 82 8
40 86 104
40 90 28
40 94 24
40 97 238
40 98 280
41 2 221
41 12 187
41 15 182
41 17 212
41 18 272
41 24 68
41 29 78
41 38 112
41 39 16
41 48 119
41 55 26
41 58 180
41 59 351
41 63 24
41 68 169
41 69 148
41 71 13
41 74 4
41 76 160
41 82 8
41 85 105
41 86 26
42 2 16
42 8 99
42 9 6
42 10 110
42 12 196
42 13 60
42 17 200
42 18 380
42 23 209
42 29 112
42 32 153
42 33 26
42 34 121
42 36 14
42 42 44
42 43 27
42 45 121
42 50 180
42 53 114
42 55 196
42 58 120
42 59 120
42 60 78
42 61 42
42 69 100
42 71 240
42 74 63
42 76 238
42 82 11
42 84 27
42 86 143
42 90 4
42 91 22
42 94 35
42 97 10
42 99 24
43 0 84
43 5 133
43 6 120
43 9 72
43 10 63
43 21 12
43 24 63
43 25 180
43 36 40
43 44 80
43 47 133
43 53 26
43 55 4
43 58 228
43 61 85
43 62 20
43 71 24
43 74 2
43 75 16
43 86 15
44 10 323
44 14 329
44 16 360
44 21 45
44 28 21
44 31 14
44 50 42
44 51 34
44 57 57
44 70 68
44 71 198
44 76 120
44 92 15
44 93 119
44 95 21
44 97 105
45 2 40
45 4 28
45 8 18
45 10 20
45 12 119
45 23 38
45 24 16
45 25 102
45 30 85
45 32 40
45 34 28
45 39 48
45 42 34
45 44 48
45 45 22
45 51 105
45 53 12
45 54 255
45 55 78
45 56 24
45 57 3
45 60 4
45 61 323
45 62 32
45 63 72
45 64 136
45 69 70
45 70 9
45 74 48
45 78 16
45 82 26
45 83 85
45 84 33
45 86 26
45 94 6
45 96 4
46 1 320
46 8 192
46 22 240
46 39 78
46 42 96
46 49 192
46 53 64
46 56 208
46 57 96
46 58 120
46 62 6
46 71 18
46 73 192
46 74 80
46 78 192
46 84 72
46 85 72
46 92 102
46 98 224
47 2 255
47 6 51
47 13 48
47 15 210
47 16 100
47 17 60
47 18 54
47 24 102
47 26 81
47 29 90
47 36 152
47 41 162
47 44 525
47 45 18
47 50 84
47 53 340
47 56 12
47 61 663
47 63 135
47 65 187
47 68 229
47 71 70
47 74 84
47 85 153
47 86 87
47 92 340
47 95 6
47 98 78
48 1 100
48 3 176
48 5 266
48 7 144
48 10 126
48 11 340
48 16 32
48 19 208
48 24 126
48 26 340
48 28 247
48 33 75
48 37 60
48 39 400
48 40 68
48 47 266
48 48 26
48 51 220
48 54 210
48 55 255
48 57 221
48 58 128
48 59 136
48 60 224
48 64 117
48 65 456
48 69 208
48 71 247
48 73 143
48 75 65
48 86 13
48 87 34
48 88 48
48 96 320
48 97 320
48 98 48
49 7 16
49 11 15
49 12 98
49 25 84
49 29 6
49 30 70
49 31 221
49 36 88
49 38 96
49 42 28
49 44 176
49 46 16
49 49 55
49 52 130
49 54 210
49 55 78
49 60 2
49 61 453
49 63 221
49 64 112
49 65 129
49 67 20
49 68 39
49 69 160
49 75 143
49 77 156
49 78 169
49 83 70
49 86 33
49 88 272
49 91 16
49 99 4
50 9 48
50 12 66
50 24 24
50 33 208
50 48 42
50 59 90
50 69 24
50 90 32
51 6 224
51 31 323
51 32 112
51 38 64
51 45 224
51 52 366
51 55 152
51 58 34
51 61 22
51 63 323
51 66 28
51 68 57
51 71 60
51 74 128
51 75 209
51 76 152
51 77 230
51 78 289
51 79 36
51 81 48
51 82 320
51 87 272
51 88 18
52 0 54
52 2 30
52 4 204
52 5 234
52 9 55
52 12 60
52 15 48
52 29 24
52 34 126
52 36 100
52 38 192
52 40 35
52 41 100
52 53 50
52 58 234
52 63 145
52 71 285
52 73 85
52 75 108
52 80 100
52 83 75
52 85 234
52 89 35
52 94 54
53 5 7
53 8 90
53 10 100
53 14 19
53 23 190
53 28 323
53 33 80
53 34 110
53 45 110
53 48 34
53 53 60
53 54 119
53 55 272
53 57 289
53 60 20
53 63 13
53 64 153
53 71 337
53 73 187
53 75 85
53 82 10
53 86 147
53 94 30
54 2 238
54 11 85
54 14 198
54 15 196
54 17 56
54 19 38
54 20 25
54 21 277
54 26 40
54 29 84
54 30 176
54 38 95
54 41 95
54 48 160
54 54 10
54 57 38
54 58 45
54 63 360
54 66 38
54 68 182
54 71 14
54 74 438
54 77 323
54 78 246
54 83 176
54 86 68
54 90 60
54 92 154
54 93 28
55 5 333
55 8 180
55 10 590
55 11 120
55 14 285
55 20 126
55 23 444
55 24 108
55 29 304
55 30 176
55 34 220
55 35 84
55 41 60
55 45 220
55 46 196
55 47 228
55 52 56
55 53 162
55 55 48
55 59 50
55 60 40
55 61 140
55 63 195
55 66 30
55 68 182
55 71 210
55 74 252
55 81 200
55 82 170
55 86 260
55 94 60
56 2 200
56 4 17
56 5 17
56 15 4
56 24 80
56 29 2
56 32 200
56 62 160
56 75 9
56 78 80
56 96 20
57 6 21
57 18 120
57 21 400
57 28 200
57 31 5
57 32 240
57 34 72
57 35 100
57 37 100
57 40 65
57 41 400
57 44 91
57 48 35
57 50 300
57 53 200
57 61 140
57 65 82
57 68 14
57 70 14
57 71 270
57 72 36
57 73 335
57 74 240
57 76 337
57 82 160
57 84 15
57 85 123
57 90 100
57 92 140
57 96 65
58 3 209
58 7 171
58 10 16
58 16 38
58 19 247
58 33 260
58 36 136
58 41 35
58 49 40
58 58 152
58 60 317
58 61 240
58 65 114
58 67 51
58 68 280
58 69 247
58 73 34
58 74 14
58 78 340
58 82 144
58 88 57
58 95 152
58 97 380
58 98 57
58 99 147
59 9 27
59 19 289
59 31 68
59 33 167
59 55 170
59 65 255
59 70 40
59 76 140
59 81 68
59 85 272
59 87 119
59 90 18
59 97 68
60 7 24
60 9 12
60 11 306
60 18 96
60 20 90
60 26 144
60 28 180
60 33 52
60 37 16
60 38 382
60 40 13
60 54 36
60 58 162
60 64 40
60 65 41
60 73 11
60 78 342
60 89 240
60 90 28
60 96 13
61 3 143
61 5 70
61 8 153
61 10 188
61 19 340
61 20 27
61 23 323
61 25 77
61 28 209
61 31 80
61 34 187
61 35 18
61 36 32
61 44 64
61 45 187
61 46 42
61 48 22
61 52 12
61 53 111
61 54 77
61 57 187
61 60 76
61 61 68
61 62 130
61 64 99
61 65 300
61 68 67
61 71 209
61 73 121
61 75 55
61 81 92
61 82 17
61 85 333
61 86 377
61 87 140
61 94 51
61 95 28
61 97 80
62 1 80
62 6 221
62 8 5
62 10 133
62 11 272
62 14 112
62 26 272
62 27 39
62 28 9
62 31 125
62 37 48
62 39 320
62 40 247
62 41 70
62 50 18
62 51 190
62 52 70
62 55 42
62 63 119
62 65 288
62 68 21
62 70 28
62 72 45
62 75 77
62 77 84
62 78 168
62 79 66
62 81 183
62 91 13
62 93 33
62 95 9
62 96 256
62 97 45
63 3 209
63 10 380
63 13 70
63 14 320
63 21 114
63 28 18
63 31 15
63 41 45
63 48 21
63 50 36
63 51 40
63 53 283
63 55 38
63 62 380
63 70 80
63 71 228
63 74 19
63 75 152
63 77 15
63 84 9
63 85 19
63 92 20
63 93 86
63 95 18
63 97 90
64 13 80
64 24 170
64 34 28
64 44 224
64 50 140
64 56 132
64 57 14
64 70 42
64 74 308
64 84 154
64 95 10
64 98 130
65 11 34
65 20 10
65 26 16
65 38 38
65 54 4
65 58 18
65 78 30
66 4 238
66 5 238
66 15 56
66 29 28
66 34 8
66 44 64
66 56 32
66 57 4
66 70 12
66 74 48
66 75 126
66 84 44
67 6 112
67 19 28
67 21 182
67 32 56
67 38 32
67 39 40
67 45 112
67 52 88
67 55 65
67 63 60
67 74 74
67 77 238
67 82 180
67 87 136
68 2 306
68 6 32
68 7 272
68 8 13
68 10 144
68 11 255
68 15 252
68 17 96
68 29 210
68 32 90
68 39 76
68 41 182
68 49 72
68 51 54
68 60 34
68 65 289
68 67 340
68 68 234
68 70 27
68 71 18
68 72 117
68 76 99
68 77 36
68 81 310
68 86 48
68 87 36
68 90 9
68 95 48
68 99 68
69 8 15
69 10 108
69 12 120
69 40 117
69 41 210
69 57 60
69 59 78
69 60 57
69 65 9
69 67 57
69 72 135
69 73 137
69 77 120
69 78 380
69 81 285
69 89 96
69 90 180
69 96 231
69 99 57
70 3 190
70 7 240
70 11 225
70 19 190
70 23 140
70 29 90
70 39 56
70 53 60
70 55 91
70 60 30
70 61 100
70 63 84
70 65 255
70 66 140
70 67 300
70 74 14
70 78 49
70 79 42
70 81 76
70 82 28
70 99 60
71 8 3
71 24 152
71 33 104
71 39 209
71 41 107
71 57 76
71 58 19
71 61 96
71 66 14
71 68 112
71 72 27
71 74 26
71 78 63
71 81 57
71 97 323
72 4 82
72 14 130
72 15 102
72 18 108
72 20 39
72 22 30
72 25 96
72 30 143
72 32 216
72 35 90
72 38 65
72 39 130
72 40 156
72 48 130
72 49 15
72 50 270
72 51 105
72 58 200
72 62 10
72 69 70
72 71 30
72 73 252
72 74 216
72 82 144
72 83 143
72 84 120
72 85 174
72 90 247
72 92 287
73 8 380
73 10 36
73 12 4
73 22 323
73 33 208
73 40 228
73 55 133
73 58 119
73 59 26
73 61 269
73 66 98
73 68 224
73 73 247
73 77 47
73 88 63
73 89 89
73 95 171
73 96 38
74 1 365
74 9 21
74 11 17
74 13 42
74 22 270
74 26 17
74 33 91
74 37 3
74 38 108
74 39 20
74 41 27
74 42 108
74 46 18
74 49 216
74 51 11
74 56 234
74 57 108
74 65 144
74 69 180
74 73 216
74 76 56
74 77 9
74 78 216
74 88 306
74 90 14
74 91 18
74 92 12
74 93 12
74 96 16
74 98 252
75 0 3
75 4 44
75 12 224
75 13 70
75 29 128
75 31 255
75 34 7
75 36 16
75 41 45
75 42 32
75 51 165
75 52 150
75 55 314
75 61 48
75 63 255
75 68 45
75 69 110
75 75 165
75 76 272
75 77 195
75 78 195
75 85 3
75 92 20
75 93 20
75 94 3
76 5 49
76 14 133
76 18 120
76 26 340
76 34 80
76 41 360
76 45 40
76 47 16
76 57 24
76 63 391
76 71 98
76 72 40
76 76 320
76 79 104
76 81 8
76 98 96
77 3 110
77 7 90
77 10 99
77 13 56
77 16 20
77 19 130
77 21 400
77 24 119
77 28 200
77 37 100
77 41 485
77 49 80
77 50 98
77 56 14
77 58 80
77 59 9
77 60 140
77 65 60
77 69 130
77 74 132
77 81 72
77 88 30
77 95 7
77 97 200
77 98 121
78 5 70
78 12 110
78 14 190
78 16 140
78 18 49
78 24 40
78 39 42
78 46 119
78 48 70
78 55 57
