50 50
0 1 126
0 2 162
0 3 600
0 4 456
0 5 240
0 6 16
0 7 90
0 8 358
0 10 346
0 12 340
0 13 210
0 14 308
0 15 144
0 16 48
0 17 309
0 18 375
0 19 21
0 20 464
0 21 622
0 22 134
0 23 311
0 24 66
0 25 96
0 26 242
0 27 364
0 28 114
0 29 48
0 30 204
0 31 39
0 32 62
0 33 555
0 36 285
0 38 98
0 39 300
0 40 124
0 41 260
0 42 487
0 43 192
0 44 85
0 45 307
0 46 70
0 47 254
0 48 498
0 49 286
1 1 62
1 2 84
1 3 176
1 4 288
1 5 151
1 6 143
1 7 200
1 8 122
1 10 198
1 11 186
1 12 276
1 14 24
1 15 108
1 16 8
1 20 129
1 21 333
1 22 10
1 23 162
1 24 95
1 25 28
1 27 27
1 28 56
1 29 156
1 30 372
1 31 120
1 32 22
1 33 209
1 34 143
1 36 85
1 38 334
1 39 55
1 40 221
1 41 119
1 43 65
1 44 188
1 45 215
1 46 158
1 47 75
1 48 199
1 49 32
2 0 222
2 1 243
2 2 301
2 3 591
2 4 598
2 5 322
2 6 408
2 7 51
2 8 334
2 9 344
2 10 335
2 11 406
2 12 706
2 13 371
2 14 111
2 15 243
2 16 180
2 17 458
2 18 272
2 19 589
2 20 410
2 21 365
2 23 278
2 24 456
2 25 140
2 26 528
2 27 534
2 28 155
2 29 697
2 30 401
2 31 93
2 32 150
2 33 402
2 34 403
2 35 244
2 36 460
2 38 557
2 39 226
2 40 457
2 42 112
2 43 325
2 44 288
2 45 164
2 46 308
2 47 509
2 48 473
2 49 883
3 0 300
3 1 108
3 2 290
3 4 105
3 5 219
3 6 247
3 8 30
3 9 60
3 10 32
3 11 144
3 12 314
3 13 90
3 14 75
3 15 348
3 16 104
3 17 147
3 18 27
3 19 136
3 21 180
3 22 58
3 23 39
3 24 19
3 25 90
3 26 326
3 27 552
3 28 77
3 29 11
3 30 448
3 31 240
3 33 33
3 35 368
3 36 105
3 37 180
3 38 238
3 39 15
3 40 56
3 42 453
3 43 88
3 44 72
3 45 131
3 46 298
3 47 323
3 48 361
3 49 245
4 1 184
4 2 522
4 3 77
4 4 37
4 5 692
4 6 476
4 7 72
4 8 276
4 9 152
4 10 58
4 11 203
4 12 349
4 13 219
4 14 62
4 16 257
4 17 514
4 18 12
4 19 856
4 20 320
4 21 304
4 22 94
4 23 187
4 24 549
4 25 16
4 26 224
4 27 551
4 28 225
4 29 325
4 30 739
4 31 80
4 32 156
4 34 188
4 35 255
4 36 794
4 37 252
4 38 436
4 39 339
4 40 282
4 41 300
4 42 456
4 43 218
4 44 180
4 46 190
4 47 48
4 48 401
4 49 317
5 0 361
5 1 270
5 2 250
5 3 288
5 4 16
5 5 174
5 6 380
5 7 301
5 8 201
5 9 228
5 10 210
5 12 386
5 13 342
5 14 228
5 15 12
5 16 150
5 17 120
5 18 33
5 19 28
5 20 96
5 22 300
5 23 144
5 24 24
5 25 48
5 26 152
5 27 48
5 28 80
5 29 102
5 30 333
5 31 214
5 32 3
5 37 30
5 38 288
5 40 180
5 42 176
5 43 304
5 44 236
5 45 144
5 46 576
5 47 280
5 48 300
5 49 261
6 0 9
6 1 252
6 4 36
6 5 221
6 7 538
6 10 196
6 12 56
6 13 60
6 14 11
6 16 252
6 17 85
6 18 30
6 22 280
6 23 153
6 24 11
6 25 306
6 27 16
6 28 50
6 29 93
6 30 306
6 31 196
6 32 14
6 34 90
6 35 30
6 36 103
6 37 28
6 38 306
6 39 17
6 41 266
6 43 65
6 44 153
6 45 153
6 46 344
6 47 165
6 48 311
6 49 248
7 0 180
7 1 167
7 2 114
7 3 90
7 4 288
7 5 204
7 6 12
7 7 566
7 8 371
7 9 192
7 11 126
7 12 296
7 14 199
7 15 414
7 16 196
7 17 205
7 18 99
7 20 484
7 21 519
