10 10
0 0 1046
0 1 998
0 2 794
0 3 691
0 4 1011
0 5 1335
0 6 853
0 7 1087
0 8 800
0 9 925
1 0 1624
1 1 1588
1 2 1408
1 3 1149
1 4 1242
1 5 1303
1 6 1122
1 7 1123
1 8 1132
1 9 1374
2 0 1159
2 1 1104
2 2 1083
2 3 1063
2 4 859
2 5 1079
2 6 867
2 7 1040
2 8 1314
2 9 952
3 0 1800
3 1 1919
3 2 1410
3 3 1251
3 4 1469
3 5 1704
3 6 1233
3 7 1459
3 8 1352
3 9 1568
4 0 1365
4 1 1512
4 2 1102
4 3 1057
4 4 1020
4 5 1140
4 6 907
4 7 1150
4 8 1084
4 9 1067
5 0 1317
5 1 1125
5 2 998
5 3 881
5 4 1044
5 5 1269
5 6 928
5 7 1037
5 8 957
5 9 1018
6 0 1280
6 1 1063
6 2 1069
6 3 946
6 4 1159
6 5 1283
6 6 944
6 7 1048
6 8 936
6 9 1148
7 0 849
7 1 900
7 2 757
7 3 573
7 4 811
7 5 953
7 6 792
7 7 824
7 8 568
7 9 744
8 0 1383
8 1 1347
8 2 987
8 3 1089
8 4 1211
8 5 1208
8 6 766
8 7 1041
8 8 1012
8 9 1306
9 0 1195
9 1 1372
9 2 995
9 3 866
9 4 1046
9 5 1175
9 6 883
9 7 1142
9 8 751
9 9 1054
