100 100
0 0 300
0 1 91
0 2 112
0 5 342
0 11 90
0 14 72
0 15 319
0 16 134
0 17 360
0 18 120
0 21 200
0 22 60
0 23 519
0 25 169
0 27 108
0 28 394
0 35 260
0 36 28
0 38 580
0 39 14
0 41 166
0 42 56
0 46 91
0 48 407
0 49 240
0 50 306
0 52 340
0 56 360
0 60 140
0 61 116
0 62 485
0 66 182
0 70 330
0 71 119
0 72 18
0 76 504
0 78 425
0 80 234
0 81 162
0 82 386
0 83 72
0 84 54
0 87 30
0 89 98
0 90 60
0 92 1103
0 94 340
0 95 235
0 96 125
0 97 348
1 0 152
1 5 60
1 6 76
1 7 191
1 8 44
1 13 2
1 15 119
1 16 395
1 17 306
1 19 228
1 20 65
1 22 25
1 23 380
1 24 228
1 25 221
1 26 32
1 33 35
1 35 22
1 37 128
1 39 45
1 41 170
1 46 141
1 47 75
1 48 113
1 49 136
1 53 5
1 55 81
1 59 38
1 60 76
1 61 164
1 62 187
1 63 24
1 65 38
1 66 238
1 70 26
1 73 160
1 75 35
1 77 143
1 78 116
1 79 33
1 82 178
1 83 76
1 87 160
1 88 108
1 90 5
1 92 381
1 93 171
1 95 349
1 96 146
2 0 403
2 1 161
2 2 21
2 3 174
2 5 50
2 6 110
2 7 150
2 8 414
2 9 21
2 11 544
2 14 30
2 16 333
2 17 45
2 18 140
2 19 84
2 20 14
2 21 147
2 22 128
2 23 329
2 24 230
2 25 270
2 27 201
2 28 144
2 29 260
2 30 112
2 31 70
2 33 80
2 36 195
2 37 153
2 38 30
2 40 285
2 41 14
2 42 196
2 43 385
2 44 339
2 45 670
2 47 190
2 50 284
2 51 74
2 52 160
2 54 399
2 55 40
2 56 238
2 58 104
2 59 256
2 60 80
2 62 131
2 63 195
2 64 84
2 67 84
2 68 84
2 70 35
2 72 197
2 74 130
2 75 190
2 78 63
2 80 78
2 81 60
2 82 42
2 83 436
2 84 25
2 85 295
2 86 21
2 89 180
2 90 126
2 91 262
2 93 160
2 94 140
2 95 351
2 98 14
2 99 68
3 3 100
3 4 16
3 5 130
3 7 228
3 9 133
3 10 38
3 12 140
3 15 381
3 16 30
3 17 220
3 18 114
3 21 57
3 24 30
3 25 276
3 27 19
3 29 190
3 32 38
3 37 323
3 39 180
3 42 197
3 43 20
3 48 35
3 55 342
3 57 190
3 62 152
3 63 136
3 67 100
3 68 14
3 69 126
3 73 105
3 78 140
3 81 64
3 86 150
3 89 150
3 92 28
3 93 100
3 95 133
3 99 21
4 0 56
4 1 224
4 2 300
4 3 214
4 5 2
4 6 24
4 7 93
4 9 153
