100 100
0 0 6736
0 1 6271
0 2 6641
0 3 6152
0 4 7020
0 5 7750
0 6 5949
0 7 6333
0 8 6641
0 9 6072
0 10 5759
0 11 6691
0 12 6658
0 13 7492
0 14 5836
0 15 6018
0 16 6500
0 17 5694
0 18 7565
0 19 5497
0 20 6772
0 21 6345
0 22 6218
0 23 5989
0 24 6558
0 25 7124
0 26 6924
0 27 7019
0 28 5832
0 29 4882
0 30 7794
0 31 7198
0 32 6983
0 33 5486
0 34 6870
0 35 7246
0 36 5909
0 37 6869
0 38 7027
0 39 6850
0 40 5575
0 41 5958
0 42 6403
0 43 6190
0 44 5847
0 45 7773
0 46 6797
0 47 6746
0 48 6042
0 49 6912
0 50 6544
0 51 6149
0 52 6082
0 53 6080
0 54 5860
0 55 5977
0 56 5521
0 57 5918
0 58 5453
0 59 5946
0 60 5736
0 61 5688
0 62 6309
0 63 6747
0 64 6467
0 65 4440
0 66 6163
0 67 7603
0 68 6700
0 69 6084
0 70 5536
0 71 6933
0 72 7500
0 73 6173
0 74 7558
0 75 7094
0 76 7699
0 77 6690
0 78 7203
0 79 5872
0 80 6077
0 81 6914
0 82 6069
0 83 6654
0 84 7202
0 85 6642
0 86 6340
0 87 6822
0 88 6540
0 89 6621
0 90 6387
0 91 6339
0 92 6764
0 93 5761
0 94 7723
0 95 7004
0 96 6732
0 97 5196
0 98 6595
0 99 6227
1 0 5660
1 1 6695
1 2 5629
1 3 6777
1 4 6552
1 5 6913
1 6 5668
1 7 5670
1 8 5092
1 9 4601
1 10 6260
1 11 4724
1 12 5413
1 13 5896
1 14 4197
1 15 5129
1 16 5369
1 17 5167
1 18 4611
1 19 3954
1 20 6167
1 21 5415
1 22 5623
1 23 3795
1 24 6043
1 25 5506
1 26 5387
1 27 5622
1 28 4964
1 29 4969
1 30 6969
1 31 5963
1 32 5655
1 33 5020
1 34 6355
1 35 5817
1 36 5062
1 37 5536
1 38 5767
1 39 6508
1 40 4081
1 41 5052
1 42 5622
1 43 6463
1 44 5894
1 45 5445
1 46 5627
1 47 6404
1 48 5336
1 49 6424
1 50 6009
1 51 5625
1 52 5324
1 53 5284
1 54 5564
1 55 5084
1 56 5224
1 57 5539
1 58 4582
1 59 4860
1 60 5310
1 61 5486
1 62 4887
1 63 5239
1 64 5584
1 65 4245
1 66 4873
1 67 6692
1 68 5320
1 69 5763
1 70 6282
1 71 6210
1 72 6385
1 73 6862
1 74 6255
1 75 6335
1 76 6971
1 77 5739
1 78 6550
1 79 5287
1 80 5671
1 81 5451
1 82 5041
1 83 5909
1 84 5712
1 85 5394
1 86 5657
1 87 5993
1 88 5674
1 89 6676
1 90 6215
1 91 5582
1 92 5509
1 93 5922
1 94 6816
1 95 5718
1 96 6477
1 97 4149
1 98 5332
1 99 5915
2 0 6075
2 1 6480
2 2 5983
2 3 5913
2 4 7317
2 5 7138
2 6 4695
2 7 6187
2 8 5326
2 9 6094
2 10 6074
2 11 5877
2 12 6630
2 13 6469
2 14 5551
2 15 5660
2 16 5695
2 17 4670
2 18 6066
2 19 5186
2 20 6308
2 21 5873
2 22 6525
2 23 5598
2 24 6356
2 25 6132
2 26 6505
2 27 6967
2 28 5229
2 29 4467
2 30 6875
2 31 6811
2 32 6258
2 33 5672
2 34 6888
2 35 6736
2 36 6067
2 37 5870
2 38 6249
2 39 6404
2 40 5138
2 41 6803
2 42 6386
2 43 5761
2 44 6113
2 45 7135
2 46 6483
2 47 6308
2 48 5697
2 49 7249
2 50 6529
2 51 6586
2 52 6421
2 53 5572
2 54 5525
2 55 6480
2 56 6202
2 57 5991
2 58 5063
2 59 6484
2 60 3895
2 61 5459
2 62 5846
2 63 5778
2 64 5084
2 65 4636
2 66 5477
2 67 6857
2 68 5365
2 69 5760
2 70 6555
2 71 7498
2 72 6688
2 73 6826
2 74 7545
2 75 6496
2 76 7481
2 77 5947
2 78 7428
2 79 6118
2 80 5920
2 81 6266
2 82 6615
2 83 5884
2 84 6995
2 85 5845
2 86 5347
2 87 7454
2 88 6054
2 89 5997
2 90 5288
2 91 6628
2 92 5793
2 93 6391
2 94 5852
2 95 7273
2 96 5992
2 97 5799
2 98 7086
2 99 7471
3 0 5534
3 1 5635
3 2 6383
3 3 4884
3 4 5757
3 5 6042
3 6 4257
3 7 5341
3 8 4532
3 9 5869
3 10 5282
3 11 5215
3 12 4668
3 13 5881
3 14 3843
3 15 4758
3 16 5641
3 17 4773
3 18 4544
3 19 4231
3 20 4340
3 21 5674
3 22 5052
3 23 4813
3 24 5570
3 25 4984
3 26 5162
3 27 5545
3 28 4356
3 29 4324
3 30 6064
3 31 5957
3 32 5161
3 33 4594
3 34 6347
3 35 5153
3 36 5220
3 37 5937
3 38 6153
3 39 5410
3 40 4426
3 41 5580
3 42 4809
3 43 5032
3 44 5521
3 45 6517
3 46 5433
3 47 6192
3 48 5643
3 49 5830
3 50 5357
3 51 5049
3 52 4688
3 53 5313
3 54 5890
3 55 4613
3 56 5612
3 57 4772
3 58 3927
3 59 6194
3 60 4428
3 61 4329
3 62 5530
3 63 5119
3 64 4903
3 65 3581
3 66 4895
3 67 5716
3 68 5046
3 69 5797
3 70 5825
3 71 6006
3 72 5213
3 73 5578
3 74 6001
3 75 5960
3 76 5724
3 77 5313
3 78 6780
3 79 5006
3 80 5333
3 81 6068
3 82 5730
3 83 4777
3 84 5014
