200 200
0 0 72
0 3 272
0 5 205
0 6 222
0 7 126
0 10 80
0 12 32
0 13 88
0 14 174
0 15 461
0 16 190
0 17 215
0 18 80
0 20 108
0 21 190
0 23 221
0 24 20
0 25 86
0 26 100
0 28 36
0 31 81
0 32 72
0 35 49
0 36 56
0 37 150
0 38 80
0 42 35
0 43 255
0 47 340
0 48 81
0 50 49
0 51 148
0 53 20
0 55 229
0 57 126
0 58 110
0 59 99
0 60 8
0 62 136
0 64 90
0 65 343
0 66 272
0 67 76
0 70 130
0 71 504
0 75 99
0 76 183
0 77 42
0 78 76
0 80 144
0 81 49
0 82 109
0 83 150
0 84 72
0 85 135
0 86 50
0 88 271
0 91 40
0 92 51
0 93 27
0 95 17
0 96 27
0 98 10
0 101 60
0 103 431
0 104 138
0 105 150
0 106 80
0 107 186
0 108 112
0 110 227
0 111 94
0 112 8
0 113 28
0 114 180
0 115 130
0 116 126
0 121 36
0 122 90
0 123 36
0 125 594
0 128 140
0 130 117
0 133 246
0 134 136
0 138 187
0 139 77
0 140 174
0 141 220
0 142 160
0 146 4
0 148 190
0 149 76
0 156 117
0 157 485
0 158 200
0 160 50
0 162 60
0 164 45
0 166 32
0 168 340
0 169 30
0 171 119
0 172 45
0 173 136
0 176 289
0 178 180
0 179 130
0 180 12
0 181 24
0 183 80
0 185 370
0 186 48
0 187 170
0 188 80
0 189 204
0 190 274
0 191 100
0 192 136
0 193 88
0 194 117
0 197 85
0 199 24
1 0 492
1 2 144
1 4 379
1 6 337
1 7 76
1 8 84
1 9 328
1 10 127
1 11 360
1 12 52
1 13 876
1 14 377
1 15 401
1 16 8
1 18 200
1 19 187
1 20 47
1 21 104
1 22 217
1 24 80
1 25 272
1 26 2
1 28 80
1 29 42
1 30 261
1 31 56
1 32 319
1 34 39
1 35 175
1 36 6
1 38 99
1 41 434
1 42 119
1 43 114
1 44 4
1 45 516
1 46 498
1 47 704
1 48 65
1 49 178
1 50 592
1 51 59
1 53 426
1 55 104
1 56 121
1 57 2
1 58 10
1 59 54
1 60 267
1 62 400
1 63 224
1 65 139
1 66 332
1 67 195
1 68 266
1 69 119
1 70 87
1 71 247
1 72 190
1 73 51
1 74 412
1 75 426
1 77 96
1 79 69
1 80 179
1 81 140
1 82 2
1 83 229
1 84 531
1 85 221
1 86 266
1 87 188
1 88 228
1 90 406
1 91 247
1 92 380
1 93 331
1 94 123
1 96 84
1 97 40
1 98 32
1 100 82
1 101 159
1 102 162
1 104 72
1 105 282
1 106 106
1 107 278
1 108 119
1 109 370
1 111 380
1 112 90
1 113 188
1 114 240
1 115 118
1 119 486
1 120 209
1 121 180
1 122 416
1 124 313
1 125 257
1 126 40
1 127 206
1 129 75
1 130 462
1 131 55
1 132 128
1 133 81
1 134 35
1 135 57
1 136 64
1 137 143
1 138 272
1 140 446
1 141 246
1 143 84
1 146 72
1 147 64
1 148 100
1 149 246
1 150 40
1 151 325
1 152 4
1 153 249
1 154 154
1 156 140
1 157 10
1 158 12
1 159 348
1 160 221
1 161 146
1 162 70
1 163 255
1 166 338
1 167 266
1 169 112
1 170 338
1 172 56
1 173 753
1 174 16
1 175 16
1 176 150
1 178 165
