50 50
0 11 210
0 16 252
0 29 154
0 33 238
1 20 60
2 12 21
2 14 18
2 17 154
2 32 28
2 39 140
2 47 14
3 35 60
3 41 80
3 42 36
4 4 96
4 16 88
4 18 105
5 18 21
5 40 240
5 42 300
6 14 104
6 22 182
6 33 156
6 36 104
6 41 260
7 1 300
7 7 340
7 17 136
7 30 226
7 34 317
7 37 85
7 42 311
7 43 7
7 44 5
7 47 85
8 1 400
8 42 400
9 4 9
9 5 54
9 9 88
9 15 80
9 18 28
9 19 136
9 27 16
9 29 112
9 35 96
9 45 117
10 3 54
10 35 78
10 42 38
10 45 360
10 46 324
11 10 162
11 14 324
11 20 25
11 21 80
11 22 70
11 30 331
11 34 55
11 36 75
11 37 5
11 42 55
11 43 115
11 44 25
12 3 300
12 5 140
12 26 120
13 7 323
13 10 285
13 13 133
13 29 95
14 1 160
14 4 8
14 5 48
14 14 8
14 18 60
14 22 14
14 33 12
14 36 8
14 41 56
14 42 192
14 45 104
15 1 220
15 42 220
16 7 36
16 11 28
16 14 8
16 15 24
16 19 102
16 22 14
16 33 12
16 36 8
16 38 6
16 41 20
17 3 45
17 14 324
17 18 35
17 30 30
17 35 45
17 41 60
17 42 48
17 45 300
17 46 270
18 14 21
18 22 105
18 25 84
18 30 91
19 20 80
19 21 256
19 22 224
19 36 240
19 37 16
19 43 256
20 6 112
20 7 289
20 10 255
20 13 119
20 29 85
20 40 98
21 9 11
21 15 22
21 19 17
21 27 2
21 29 14
21 33 60
22 1 20
22 6 120
22 17 2
22 18 14
22 23 15
22 31 17
22 34 10
22 37 15
22 38 10
22 40 105
22 42 20
22 46 8
23 1 102
23 20 70
23 38 108
24 40 240
24 42 300
25 1 400
25 11 14
25 14 6
25 15 12
25 22 30
25 25 24
25 30 26
25 35 34
25 42 400
26 12 108
26 23 78
26 45 102
27 26 105
27 35 186
27 36 126
27 41 220
28 5 240
28 12 57
28 13 18
28 14 12
28 17 7
28 22 64
28 25 48
28 26 180
28 30 112
28 32 76
28 34 132
28 35 144
28 37 8
28 40 256
28 42 452
28 43 84
28 44 60
29 4 132
29 12 198
29 16 121
29 17 154
29 23 143
29 35 285
29 39 140
29 40 224
29 41 380
29 42 280
29 45 187
29 47 14
30 4 1
30 5 6
30 22 60
30 30 20
30 35 204
30 42 32
30 45 13
31 40 128
31 42 160
32 1 340
32 4 60
32 11 105
32 16 181
32 20 70
32 21 224
32 22 196
32 23 65
32 26 45
32 29 77
32 33 119
32 34 40
32 36 210
32 37 14
32 38 360
32 40 70
32 43 224
33 7 140
33 17 56
33 30 91
33 34 126
33 37 35
33 47 35
34 5 27
34 9 180
34 23 169
34 26 117
34 31 27
34 34 104
34 35 90
34 40 182
35 1 51
35 17 121
35 38 54
35 39 110
35 47 11
36 7 54
36 19 153
36 38 9
37 3 42
37 7 96
37 19 272
37 38 16
37 45 280
37 46 252
38 11 135
38 16 162
38 29 99
38 33 153
39 14 88
39 20 150
39 22 154
39 33 132
39 36 88
39 41 220
40 20 40
40 21 128
40 22 112
40 36 120
40 37 8
40 43 128
41 5 56
41 14 24
41 22 120
41 25 96
41 26 24
41 30 104
42 12 216
42 17 143
42 23 156
42 35 108
42 39 130
42 45 204
42 47 13
44 30 40
44 34 88
44 42 88
44 43 56
44 44 40
46 11 21
46 15 18
47 22 340
48 3 18
48 5 60
48 9 400
48 20 60
48 31 60
48 40 176
48 42 220
48 45 120
48 46 108
