25 25
0 0 84
0 3 174
0 4 54
0 5 49
0 6 128
0 9 105
0 10 190
0 11 222
0 12 228
0 13 265
0 15 380
0 16 156
0 17 364
0 18 269
0 19 296
0 20 221
0 22 180
0 24 121
1 0 15
1 3 128
1 4 180
1 8 264
1 10 292
1 11 128
1 12 356
1 13 636
1 15 320
1 16 260
1 17 464
1 19 509
1 20 176
1 21 60
1 22 40
1 23 40
1 24 104
2 0 64
2 2 10
2 3 30
2 5 40
2 8 76
2 9 75
2 13 152
2 16 247
2 17 64
2 18 30
2 19 76
2 20 34
2 22 6
3 0 24
3 1 120
3 3 376
3 4 38
3 8 64
3 9 330
3 10 152
3 11 136
3 12 178
3 13 125
3 14 180
3 15 284
3 17 182
3 18 12
3 19 374
3 20 24
3 21 10
3 22 300
3 24 312
4 0 12
4 3 209
4 4 155
4 5 200
4 6 272
4 8 272
4 9 59
4 10 68
4 11 179
4 12 289
4 13 24
4 14 204
4 15 179
4 18 136
4 19 60
4 20 141
4 22 54
4 24 30
5 0 136
5 1 30
5 2 144
5 3 201
5 4 491
5 8 161
5 9 296
5 10 154
5 11 289
5 12 400
5 13 342
5 14 45
5 15 24
5 17 255
5 19 61
5 20 164
5 21 70
5 22 274
5 23 95
5 24 160
6 0 222
6 1 98
6 2 209
6 3 143
6 4 180
6 5 98
6 6 18
6 8 104
6 9 85
6 10 196
6 11 254
6 12 95
6 13 64
6 15 101
6 16 20
6 17 112
6 18 58
6 19 16
6 20 132
6 22 140
7 1 21
7 3 338
7 4 50
7 5 632
7 7 160
7 8 190
7 9 56
7 10 108
7 11 76
7 14 50
7 15 98
7 16 238
7 17 24
7 19 440
7 21 36
7 22 450
8 0 41
8 2 108
8 3 32
8 4 29
8 5 664
8 6 24
8 8 121
8 11 40
8 13 8
8 15 3
8 16 209
8 18 32
8 19 2
8 20 337
8 22 381
9 2 85
9 3 95
9 5 400
9 6 208
9 8 102
9 9 20
9 11 10
9 15 35
9 18 52
9 20 289
9 22 51
10 0 19
10 8 304
10 12 14
10 13 70
10 17 304
10 19 361
10 20 77
11 0 204
11 1 36
11 2 216
11 3 214
11 4 209
11 5 14
11 8 156
11 9 311
11 10 4
11 11 289
11 12 238
11 13 96
11 14 54
11 15 47
11 17 255
11 19 78
11 20 180
11 22 246
11 24 78
12 0 72
12 1 112
12 3 359
12 4 54
12 5 396
12 9 158
12 10 192
12 11 290
12 12 28
12 13 176
12 15 119
12 16 132
12 17 128
12 18 57
12 20 154
12 22 168
12 24 45
13 4 50
13 10 110
13 12 110
13 13 170
13 21 50
14 0 30
14 3 173
14 4 386
14 5 128
14 6 30
14 7 80
14 8 351
14 9 28
14 10 44
14 11 192
14 12 195
14 13 196
14 14 157
14 15 145
14 18 131
14 19 88
14 20 160
14 22 145
14 24 195
15 0 221
15 2 284
15 3 342
15 4 366
15 5 437
15 8 253
15 9 72
15 10 55
15 11 36
15 12 55
15 13 189
15 15 165
15 17 42
15 18 6
15 19 26
15 20 404
15 21 25
15 22 239
15 23 40
15 24 40
16 0 62
16 1 77
16 2 143
16 3 445
16 5 49
16 8 160
16 9 325
16 10 222
16 11 588
16 12 597
16 13 63
16 15 180
16 16 44
16 17 772
16 18 40
16 19 316
16 20 91
16 24 36
17 0 187
17 1 96
17 2 302
17 3 404
17 4 252
17 5 148
17 8 143
17 9 240
17 10 231
17 12 414
17 13 309
17 14 228
17 15 33
17 16 47
17 19 466
17 20 165
17 21 95
17 22 383
17 24 208
18 0 78
18 2 45
18 3 104
18 4 99
18 5 242
18 6 78
18 7 192
18 8 282
18 10 20
18 11 130
18 12 85
18 14 120
18 17 84
18 18 116
18 19 96
18 20 283
18 22 387
19 1 49
19 2 95
19 3 40
19 4 224
19 5 744
19 8 114
19 9 65
19 10 148
19 11 197
19 12 70
19 13 96
19 15 176
19 17 411
19 18 96
19 20 583
19 22 57
19 24 120
20 1 119
20 3 236
20 5 88
20 6 48
20 9 143
20 10 378
20 11 563
20 12 334
20 13 347
20 15 260
20 16 232
20 17 483
20 18 12
20 19 402
20 20 132
20 21 22
20 24 52
21 3 80
21 4 65
21 5 112
21 7 80
21 8 95
21 10 132
21 11 80
21 12 120
21 13 70
21 14 25
21 15 288
21 17 140
21 19 180
21 22 85
21 24 40
22 1 35
22 3 152
22 5 28
22 10 250
22 11 232
22 12 268
22 13 357
22 15 380
22 16 39
22 17 362
22 18 8
22 19 266
22 20 272
22 24 76
23 0 106
23 3 248
23 4 228
23 5 72
23 6 66
23 8 36
23 9 310
23 10 105
23 11 520
23 12 619
23 13 51
23 14 216
23 17 300
23 18 268
23 19 30
23 20 174
23 21 15
23 22 372
23 23 60
23 24 60
24 0 288
24 2 288
24 4 272
24 8 208
24 9 20
24 11 28
24 13 128
24 15 48
24 18 72
24 19 44
24 20 292
24 22 280
