500 500
0 0 104
0 3 63
0 5 239
0 6 312
0 7 12
0 8 400
0 11 120
0 12 192
0 13 647
0 14 373
0 15 416
0 16 670
0 17 126
0 20 11
0 23 121
0 26 195
0 27 221
0 28 171
0 29 192
0 30 270
0 31 80
0 32 175
0 33 326
0 35 256
0 36 176
0 37 340
0 39 125
0 41 72
0 42 158
0 44 10
0 45 415
0 46 12
0 47 18
0 49 276
0 51 130
0 52 54
0 54 324
0 55 144
0 56 176
0 57 252
0 58 72
0 59 20
0 60 419
0 61 1
0 62 4
0 63 173
0 64 66
0 65 84
0 66 241
0 67 74
0 68 44
0 70 18
0 75 358
0 76 289
0 77 171
0 78 3
0 80 128
0 82 540
0 83 5
0 84 60
0 86 54
0 87 24
0 88 168
0 89 117
0 91 377
0 92 20
0 93 49
0 94 160
0 95 110
0 96 16
0 98 182
0 99 272
0 100 48
0 101 84
0 102 241
0 103 162
0 105 415
0 106 40
0 107 279
0 109 215
0 111 36
0 112 256
0 113 91
0 114 121
0 115 65
0 117 192
0 118 9
0 119 16
0 120 64
0 121 4
0 122 112
0 124 125
0 126 338
0 130 224
0 131 20
0 132 320
0 133 468
0 135 272
0 136 328
0 137 180
0 138 104
0 139 400
0 141 572
0 142 221
0 144 214
0 145 304
0 146 64
0 148 102
0 151 51
0 152 14
0 153 144
0 154 410
0 155 190
0 156 194
0 157 186
0 159 44
0 160 158
0 161 64
0 163 60
0 164 12
0 165 103
0 166 120
0 167 443
0 168 35
0 172 32
0 173 154
0 177 105
0 178 35
0 180 164
0 182 180
0 183 304
0 186 105
0 188 196
0 189 70
0 190 18
0 193 28
0 194 316
0 195 91
0 196 63
0 198 44
0 201 200
0 202 229
0 203 337
0 206 154
0 208 70
0 210 418
0 211 133
0 212 94
0 213 6
0 214 190
0 215 117
0 216 263
0 219 16
0 221 240
0 223 240
0 225 238
0 226 72
0 227 133
0 228 323
0 229 36
0 230 28
0 231 12
0 232 57
0 233 84
0 234 180
0 235 193
0 238 92
0 239 2
0 240 380
0 241 144
0 242 494
0 245 105
0 247 4
0 251 242
0 252 128
