500 500
0 0 15678
0 1 14749
0 2 13242
0 3 13154
0 4 15076
0 5 15833
0 6 16604
0 7 15238
0 8 13365
0 9 14219
0 10 14631
0 11 13338
0 12 18063
0 13 12610
0 14 14024
0 15 14942
0 16 14420
0 17 12841
0 18 15354
0 19 15135
0 20 13699
0 21 14690
0 22 13516
0 23 14170
0 24 15402
0 25 15599
0 26 14567
0 27 12808
0 28 14998
0 29 15129
0 30 14637
0 31 13332
0 32 13463
0 33 17354
0 34 14214
0 35 17663
0 36 13696
0 37 14355
0 38 15911
0 39 15742
0 40 18935
0 41 14448
0 42 15975
0 43 14388
0 44 14020
0 45 14898
0 46 16153
0 47 14811
0 48 16074
0 49 16826
0 50 12166
0 51 12910
0 52 14254
0 53 14075
0 54 13143
0 55 14737
0 56 16461
0 57 14853
0 58 15559
0 59 14515
0 60 15332
0 61 15356
0 62 12980
0 63 14612
0 64 12290
0 65 15501
0 66 13954
0 67 12913
0 68 15078
0 69 12818
0 70 15985
0 71 14648
0 72 13122
0 73 16696
0 74 13495
0 75 13343
0 76 15201
0 77 15673
0 78 14632
0 79 12928
0 80 13820
0 81 15457
0 82 13761
0 83 13425
0 84 13089
0 85 15763
0 86 14351
0 87 13173
0 88 14167
0 89 14046
0 90 15000
0 91 12862
0 92 15659
0 93 15684
0 94 16121
0 95 13521
0 96 12363
0 97 12910
0 98 16617
0 99 15593
0 100 13689
0 101 12817
0 102 14597
0 103 14884
0 104 14877
0 105 14162
0 106 12907
0 107 15721
0 108 15194
0 109 15389
0 110 15268
0 111 13262
0 112 15285
0 113 15059
0 114 12842
0 115 12407
0 116 16160
0 117 15658
0 118 16377
0 119 17469
0 120 15201
0 121 14138
0 122 15151
0 123 14765
0 124 15685
0 125 14599
0 126 16745
0 127 15225
0 128 13601
0 129 15283
0 130 14153
0 131 15193
0 132 14345
0 133 13053
0 134 16486
0 135 16555
0 136 13826
0 137 13048
0 138 16051
0 139 15108
0 140 14101
0 141 14831
0 142 14612
0 143 13032
0 144 13998
0 145 15357
0 146 13967
0 147 15135
0 148 14511
0 149 14639
0 150 14453
0 151 15468
0 152 12677
0 153 14849
0 154 15920
0 155 15999
0 156 17207
0 157 17294
0 158 13521
0 159 15018
0 160 15506
0 161 13482
0 162 14914
0 163 15118
0 164 13837
0 165 13730
0 166 14455
0 167 15721
0 168 13216
0 169 12228
0 170 14245
0 171 13719
0 172 16285
0 173 14317
0 174 15477
0 175 13135
0 176 16502
0 177 14896
0 178 13997
0 179 13312
0 180 13516
0 181 14029
0 182 14464
0 183 14100
0 184 13041
0 185 13443
0 186 16817
0 187 15317
0 188 15932
0 189 14885
0 190 14739
0 191 14418
0 192 13862
0 193 12568
0 194 15756
0 195 14471
0 196 15714
0 197 14958
0 198 17107
0 199 14362
0 200 14533
0 201 14215
0 202 12052
0 203 15013
0 204 14364
0 205 12922
0 206 12680
0 207 15497
0 208 12204
0 209 17015
0 210 15814
0 211 15351
0 212 12120
0 213 15487
0 214 13806
0 215 13324
0 216 14530
0 217 12464
0 218 14724
0 219 14980
0 220 15749
0 221 14636
0 222 17479
0 223 13471
0 224 14785
0 225 12819
0 226 16814
0 227 14553
0 228 13178
0 229 11750
0 230 13351
0 231 11680
0 232 14436
0 233 15598
0 234 14716
0 235 16025
0 236 13795
0 237 15669
0 238 13095
0 239 14422
0 240 17350
0 241 14464
0 242 12630
0 243 14745
0 244 13135
0 245 16710
0 246 14330
0 247 13608
0 248 14897
0 249 12672
0 250 14530
0 251 15480
0 252 14955
0 253 14871
0 254 14487
0 255 12666
0 256 14872
0 257 13318
0 258 15718
0 259 15474
0 260 16555
0 261 13633
0 262 15336
0 263 15767
0 264 15757
0 265 13618
0 266 12190
0 267 14255
0 268 14863
0 269 14521
0 270 11836
0 271 13728
0 272 17035
0 273 15526
0 274 14722
0 275 14140
0 276 15088
0 277 15831
0 278 15910
0 279 14894
0 280 14715
0 281 14445
0 282 14054
0 283 15033
