50 50
0 0 1523
0 1 1661
0 2 1480
0 3 1509
0 4 1581
0 5 1435
0 6 1339
0 7 1563
0 8 1741
0 9 1926
0 10 1615
0 11 1015
0 12 1226
0 13 1256
0 14 1613
0 15 712
0 16 1610
0 17 1436
0 18 1463
0 19 792
0 20 1442
0 21 1658
0 22 1787
0 23 1004
0 24 1677
0 25 1022
0 26 1800
0 27 1422
0 28 1660
0 29 1148
0 30 1713
0 31 1977
0 32 1142
0 33 1099
0 34 1361
0 35 1138
0 36 1491
0 37 1101
0 38 2001
0 39 1456
0 40 1439
0 41 1814
0 42 2101
0 43 2238
0 44 1870
0 45 1370
0 46 1324
0 47 893
0 48 1351
0 49 1508
1 0 1447
1 1 1696
1 2 1600
1 3 1617
1 4 1589
1 5 1705
1 6 923
1 7 1355
1 8 2564
1 9 1992
1 10 972
1 11 1996
1 12 1729
1 13 894
1 14 1003
1 15 887
1 16 1591
1 17 1906
1 18 1496
1 19 1840
1 20 1198
1 21 1376
1 22 1445
1 23 1208
1 24 1668
1 25 1472
1 26 1813
1 27 1357
1 28 1732
1 29 1461
1 30 1498
1 31 1428
1 32 1768
1 33 1245
1 34 1245
1 35 1741
1 36 1611
1 37 1432
1 38 1576
1 39 1445
1 40 1189
1 41 938
1 42 2225
1 43 2085
1 44 1188
1 45 1984
1 46 1237
1 47 1204
1 48 1845
1 49 1135
2 0 1352
2 1 1875
2 2 1017
2 3 1106
2 4 1289
2 5 1000
2 6 417
2 7 1144
2 8 892
2 9 1388
2 10 741
2 11 1236
2 12 955
2 13 1005
2 14 1144
2 15 81
2 16 1549
2 17 1369
2 18 728
2 19 1106
2 20 1017
2 21 1079
2 22 1202
2 23 727
2 24 868
2 25 1200
2 26 1674
2 27 1137
2 28 780
2 29 1400
2 30 1224
2 31 509
2 32 959
2 33 843
2 34 920
2 35 1040
2 36 908
2 37 1494
2 38 1160
2 39 996
2 40 1269
2 41 1389
2 42 1503
2 43 1876
2 44 1753
2 45 1858
2 46 1267
2 47 1350
2 48 515
2 49 1092
3 0 1478
3 1 1211
3 2 1448
3 3 1199
3 4 1718
3 5 1444
3 6 1316
3 7 905
3 8 1003
3 9 2630
3 10 1260
3 11 1153
3 12 1081
3 13 1712
3 14 1729
3 15 906
3 16 1586
3 17 960
3 18 809
3 19 1126
3 20 1790
3 21 1269
3 22 916
3 23 1480
3 24 931
3 25 1030
3 26 1650
3 27 915
3 28 1072
3 29 973
3 30 1401
3 31 614
3 32 1604
3 33 1242
3 34 1834
3 35 1611
3 36 1885
3 37 1763
3 38 1396
3 39 818
3 40 1272
3 41 1085
3 42 2065
3 43 1883
3 44 926
3 45 1470
3 46 1279
3 47 1502
3 48 1220
3 49 1381
4 0 945
4 1 1069
4 2 1823
4 3 1301
4 4 1600
4 5 848
4 6 946
4 7 1549
4 8 2147
4 9 2103
4 10 1541
4 11 1189
4 12 1878
4 13 1424
4 14 1349
4 15 454
4 16 2177
4 17 1540
4 18 1554
4 19 1559
4 20 1277
4 21 1816
4 22 1561
4 23 1469
4 24 1604
4 25 1395
4 26 1871
4 27 1668
4 28 1455
4 29 1960
4 30 1427
4 31 1267
4 32 1507
4 33 1452
4 34 1005
4 35 1367
4 36 794
4 37 1866
4 38 1366
4 39 1280
4 40 1162
4 41 980
4 42 1823
4 43 1652
4 44 1560
4 45 1556
4 46 972
4 47 1446
4 48 1128
4 49 1243
5 0 719
5 1 1003
5 2 1256
5 3 837
5 4 728
5 5 626
5 6 652
5 7 918
5 8 1075
5 9 1074
5 10 617
5 11 1391
5 12 1094
5 13 1096
5 14 1031
5 15 548
5 16 1563
5 17 643
5 18 1334
5 19 1030
5 20 1465
5 21 980
5 22 764
5 23 1167
5 24 947
5 25 1437
5 26 1371
5 27 1329
5 28 1968
5 29 883
5 30 610
5 31 1368
5 32 1187
5 33 1427
5 34 423
5 35 890
5 36 1419
5 37 1177
5 38 880
5 39 1004
5 40 535
5 41 1021
5 42 1769
5 43 496
5 44 1108
5 45 1200
5 46 996
5 47 848
5 48 1682
5 49 1614
6 0 922
6 1 1211
6 2 1301
6 3 1235
6 4 1142
6 5 1366
6 6 597
6 7 1834
6 8 1973
6 9 1279
6 10 1023
6 11 1282
6 12 1531
6 13 1109
6 14 1322
6 15 875
6 16 1511
6 17 1576
6 18 1522
6 19 1739
6 20 1671
6 21 1435
6 22 1569
6 23 1382
6 24 1170
6 25 1106
6 26 1728
6 27 1273
6 28 1601
6 29 1181
6 30 2063
6 31 1298
6 32 1639
6 33 1064
6 34 732
6 35 686
6 36 1287
6 37 1338
6 38 1498
6 39 1344
6 40 894
6 41 1325
6 42 1970
6 43 1595
6 44 1526
6 45 1244
6 46 1157
6 47 1260
6 48 973
6 49 1206
7 0 1147
7 1 1317
7 2 1385
7 3 1584
7 4 978
7 5 1083
7 6 1211
7 7 1257
7 8 1506
7 9 1828
7 10 1279
7 11 1567
7 12 1049
7 13 1567
7 14 1926
7 15 749
7 16 2263
7 17 846
7 18 1411
7 19 745
7 20 2021
7 21 950
7 22 2181
7 23 1517
7 24 1575
7 25 980
7 26 1725
7 27 740
7 28 1267
7 29 753
7 30 1423
7 31 1834
7 32 1514
7 33 1585
7 34 794
7 35 1591
7 36 1504
7 37 959
7 38 1085
7 39 1577
7 40 1128
7 41 1393
7 42 1538
7 43 1324
7 44 1559
7 45 1840
7 46 1250
7 47 1099
7 48 1072
7 49 1879
8 0 1159
8 1 1617
8 2 1073
8 3 1261
8 4 1195
8 5 1305
8 6 741
8 7 1157
8 8 1432
8 9 1755
8 10 922
8 11 1334
8 12 1021
8 13 799
8 14 1383
8 15 412
8 16 1366
8 17 1128
8 18 758
8 19 1753
8 20 899
8 21 891
8 22 986
8 23 1081
8 24 1385
8 25 904
8 26 1709
8 27 1061
8 28 1315
8 29 1231
8 30 1294
8 31 656
8 32 1012
8 33 674
8 34 1478
8 35 1297
8 36 776
8 37 1120
8 38 1388
8 39 1133
8 40 1247
8 41 1230
8 42 1931
8 43 1948
8 44 1307
8 45 1698
8 46 988
8 47 1133
8 48 1155
8 49 1506
9 0 1163
9 1 1806
9 2 1364
9 3 1967
9 4 1549
9 5 1281
9 6 1072
9 7 1451
9 8 2208
9 9 1929
9 10 812
9 11 1299
9 12 1114
9 13 1539
9 14 1136
9 15 520
9 16 2070
9 17 703
9 18 1431
9 19 2054
9 20 1497
9 21 1129
9 22 1301
9 23 1152
9 24 1187
9 25 1694
9 26 1162
9 27 1415
9 28 1787
9 29 1477
9 30 1227
9 31 662
9 32 1266
9 33 1078
9 34 1141
9 35 1644
9 36 1498
9 37 1384
9 38 1653
9 39 1805
9 40 1434
9 41 845
9 42 1649
9 43 1479
9 44 1042
9 45 2113
9 46 1202
9 47 1452
9 48 1544
9 49 2444
10 0 1693
10 1 1644
10 2 1544
10 3 1363
10 4 1020
10 5 1176
10 6 1468
10 7 1100
10 8 1784
10 9 2152
10 10 1251
10 11 1899
10 12 1048
10 13 1219
10 14 1931
10 15 768
10 16 1757
10 17 717
10 18 1574
10 19 1301
10 20 1545
10 21 917
10 22 1539
10 23 1372
10 24 997
10 25 1252
10 26 1524
10 27 1070
10 28 1377
10 29 1194
10 30 902
10 31 1175
10 32 1215
10 33 1312
10 34 1160
10 35 1638
10 36 1870
10 37 722
10 38 940
10 39 980
10 40 973
10 41 1010
10 42 1736
10 43 1394
10 44 759
10 45 1515
10 46 1497
10 47 1521
10 48 1498
10 49 1471
11 0 873
11 1 1891
11 2 1463
11 3 747
11 4 896
11 5 1100
11 6 792
11 7 1306
11 8 1729
11 9 1335
11 10 593
11 11 1197
11 12 1277
11 13 965
11 14 1330
11 15 268
11 16 1644
11 17 1662
11 18 1225
11 19 992
11 20 1447
11 21 556
11 22 1423
11 23 1269
11 24 1244
11 25 817
11 26 1534
11 27 839
11 28 1401
11 29 889
11 30 1205
11 31 1184
11 32 1683
11 33 1044
11 34 941
11 35 995
11 36 1184
11 37 954
11 38 1232
11 39 1290
11 40 728
11 41 1010
11 42 1387
11 43 1404
11 44 1305
11 45 1656
11 46 935
11 47 874
11 48 1133
11 49 1401
12 0 1323
12 1 1962
12 2 2337
12 3 1615
12 4 1280
12 5 959
12 6 1222
12 7 1767
12 8 2039
12 9 1839
12 10 1260
12 11 2043
12 12 1628
12 13 1656
12 14 2065
12 15 751
12 16 1375
12 17 1962
12 18 1526
12 19 2151
12 20 1822
12 21 1889
12 22 1829
12 23 1182
12 24 2005
12 25 1170
12 26 2834
12 27 1100
12 28 2452
12 29 1148
12 30 1604
12 31 1561
12 32 1712
12 33 1381
12 34 1725
12 35 1682
12 36 1399
12 37 2014
12 38 1802
12 39 1539
12 40 1263
12 41 1597
12 42 2825
12 43 1689
12 44 1791
12 45 2492
12 46 1571
12 47 1412
12 48 1926
12 49 1761
13 0 1463
13 1 1103
13 2 1546
13 3 1026
13 4 1529
13 5 2183
13 6 542
13 7 1783
13 8 1415
13 9 1335
13 10 979
13 11 840
13 12 1103
13 13 1256
13 14 1502
13 15 1002
13 16 704
13 17 1430
13 18 2004
13 19 1284
13 20 1393
13 21 1713
13 22 1591
13 23 869
13 24 2250
13 25 1223
13 26 1727
13 27 1188
13 28 2233
13 29 1213
13 30 1421
13 31 1588
13 32 1225
13 33 1135
13 34 1440
13 35 1449
13 36 1817
13 37 1660
13 38 2172
13 39 1179
13 40 1193
13 41 1078
13 42 2061
13 43 1452
13 44 1716
13 45 1928
13 46 609
13 47 1238
13 48 1648
13 49 2183
14 0 1511
14 1 1382
14 2 2014
14 3 874
14 4 765
14 5 1205
14 6 1755
14 7 696
14 8 2014
14 9 1914
14 10 1611
14 11 1757
14 12 1043
14 13 2031
14 14 1940
14 15 908
14 16 1719
14 17 1002
14 18 902
14 19 921
14 20 1352
14 21 1010
14 22 1656
14 23 1181
14 24 1615
14 25 671
14 26 1556
14 27 448
14 28 1056
14 29 957
14 30 775
14 31 1307
14 32 1126
14 33 1384
14 34 1279
