200 200
0 0 4983
0 1 6068
0 2 5954
0 3 6246
0 4 4872
0 5 5253
0 6 5740
0 7 6076
0 8 4441
0 9 5309
0 10 8236
0 11 6020
0 12 5263
0 13 5064
0 14 5969
0 15 3154
0 16 6748
0 17 6165
0 18 6779
0 19 6078
0 20 5647
0 21 6981
0 22 4450
0 23 4906
0 24 7117
0 25 5921
0 26 5102
0 27 4950
0 28 5952
0 29 5168
0 30 6369
0 31 6208
0 32 5736
0 33 5437
0 34 5228
0 35 5288
0 36 6263
0 37 5519
0 38 5482
0 39 6179
0 40 4886
0 41 5981
0 42 5383
0 43 6314
0 44 6636
0 45 5906
0 46 5113
0 47 6351
0 48 5393
0 49 5057
0 50 6503
0 51 4442
0 52 6387
0 53 6720
0 54 5106
0 55 4438
0 56 6181
0 57 6266
0 58 5995
0 59 5852
0 60 5991
0 61 6191
0 62 3740
0 63 6048
0 64 6893
0 65 6467
0 66 5230
0 67 4764
0 68 5559
0 69 6898
0 70 6540
0 71 5349
0 72 5006
0 73 7315
0 74 5137
0 75 5665
0 76 5320
0 77 6033
0 78 6407
0 79 6217
0 80 6490
0 81 5575
0 82 5788
0 83 5991
0 84 6389
0 85 6103
0 86 4907
0 87 6246
0 88 6265
0 89 6732
0 90 5492
0 91 6064
0 92 5224
0 93 5818
0 94 5882
0 95 5064
0 96 4098
0 97 4398
0 98 5399
0 99 4624
0 100 5367
0 101 5847
0 102 6704
0 103 5907
0 104 6992
0 105 6815
0 106 5204
0 107 5101
0 108 6480
0 109 4744
0 110 6577
0 111 5449
0 112 6688
0 113 6578
0 114 6568
0 115 5356
0 116 5654
0 117 4880
0 118 4972
0 119 7002
0 120 4961
0 121 5764
0 122 5343
0 123 5582
0 124 6581
0 125 6463
0 126 5371
0 127 4855
0 128 6930
0 129 7359
0 130 6451
0 131 6341
0 132 5696
0 133 5827
0 134 6783
0 135 3350
0 136 4543
0 137 5222
0 138 6734
0 139 5485
0 140 5652
0 141 5327
0 142 5431
0 143 5258
0 144 5139
0 145 4888
0 146 4816
0 147 6393
0 148 6510
0 149 5406
0 150 5214
0 151 5004
0 152 4372
0 153 6565
0 154 6680
0 155 5566
0 156 4958
0 157 5527
0 158 6162
0 159 4625
0 160 6040
0 161 4018
0 162 4948
0 163 7754
0 164 4364
