500 500
0 27 6
0 28 20
0 45 120
0 59 90
0 70 10
0 128 50
0 211 30
0 271 50
0 380 66
0 436 80
0 442 35
0 461 18
0 477 18
1 29 152
1 36 247
1 47 20
1 52 380
1 60 20
1 99 180
1 101 380
1 108 260
1 110 195
1 111 323
1 135 17
1 143 128
1 154 95
1 160 20
1 173 342
1 189 400
1 213 78
1 296 204
1 301 4
1 306 340
1 318 200
1 322 36
1 324 193
1 344 52
1 351 91
1 353 91
1 356 36
1 363 78
1 387 65
1 409 208
1 412 114
1 423 20
1 442 16
1 445 260
1 461 247
1 476 209
1 480 272
1 484 102
1 486 104
2 1 135
2 48 156
2 60 140
2 93 171
2 111 196
2 135 117
2 161 15
2 177 153
2 248 72
2 280 162
2 293 65
2 308 270
2 311 78
2 342 24
2 386 240
2 419 165
2 433 91
2 488 182
2 496 140
3 5 117
3 18 272
3 21 285
3 65 187
3 67 180
3 87 102
3 104 200
3 139 85
3 157 162
3 173 34
3 205 221
3 223 45
3 242 34
3 253 10
3 272 108
3 286 27
3 312 60
3 339 272
3 340 68
3 343 51
3 346 120
3 369 90
3 376 136
3 384 63
3 390 323
3 391 304
3 396 162
3 422 340
3 437 306
3 460 85
3 481 126
3 493 135
4 2 144
4 4 44
4 13 96
4 33 96
4 56 16
4 83 112
4 87 119
4 92 221
4 110 96
4 112 8
4 125 208
4 149 52
4 189 247
4 196 56
4 232 4
4 244 112
4 248 70
4 250 60
4 267 144
4 332 126
4 338 44
4 360 56
4 361 104
4 382 91
4 398 112
4 407 40
4 427 260
4 441 32
4 443 169
4 452 112
4 482 119
5 13 156
5 40 8
5 62 224
5 83 182
5 112 13
5 113 14
5 128 11
5 142 14
5 178 84
5 208 8
5 240 140
5 244 182
5 253 154
5 267 234
5 328 20
5 360 91
5 361 169
5 362 16
5 412 56
5 418 210
5 441 52
5 452 182
5 488 7
5 493 42
6 37 204
6 74 60
6 92 255
6 102 180
6 106 50
6 125 240
6 149 60
6 189 285
6 228 110
6 245 84
6 281 192
6 292 10
6 304 120
6 384 12
6 406 20
6 427 300
6 428 132
6 443 195
6 469 132
7 26 120
7 52 10
7 85 54
7 169 144
7 173 70
7 197 160
7 228 10
7 233 36
7 262 216
7 272 36
7 276 80
7 290 50
7 385 162
7 392 270
7 402 10
7 408 130
7 434 20
7 482 108
8 9 342
8 61 72
8 82 108
8 103 21
8 152 77
8 194 66
8 227 12
8 229 288
8 268 154
8 287 240
8 349 60
8 415 126
8 446 110
8 451 121
8 484 209
9 26 102
9 35 60
9 36 126
9 40 160
9 74 162
9 81 22
9 84 25
9 86 100
9 94 48
9 95 60
9 102 126
9 110 77
9 128 220
9 142 280
9 186 68
9 208 160
9 211 324
9 259 4
9 288 72
9 310 52
9 328 400
9 347 90
9 349 44
9 355 270
9 362 320
9 384 108
9 389 48
9 392 162
9 407 180
9 448 25
9 473 144
9 488 140
9 491 324
10 20 45
10 21 38
10 30 19
10 59 95
10 76 7
10 84 2
10 134 2
10 241 45
10 243 228
10 276 247
10 284 12
10 296 304
10 304 84
10 316 70
10 340 49
10 469 28
10 471 63
10 481 342
11 7 64
11 11 128
11 45 126
11 60 204
11 78 80
11 85 6
11 115 204
11 116 200
11 122 108
11 128 80
11 137 5
11 142 100
11 147 18
11 168 24
11 203 224
11 207 112
11 212 48
11 225 176
11 226 198
11 232 342
11 249 140
11 253 190
11 260 180
11 272 180
11 290 36
11 292 346
11 310 54
11 318 30
11 320 110
11 353 288
11 356 108
11 364 80
11 373 144
11 408 27
11 412 80
11 426 10
11 439 35
11 440 40
11 453 108
11 463 45
11 465 25
11 479 32
12 25 91
12 59 12
12 73 24
12 99 130
12 160 260
12 179 48
12 219 49
12 334 130
12 361 144
12 426 126
12 429 60
12 447 98
12 469 65
13 1 15
13 10 210
13 26 168
13 31 224
13 47 128
13 56 36
13 65 121
13 83 128
13 91 80
13 104 208
13 110 285
13 131 144
13 154 120
13 173 22
13 174 240
13 175 126
13 191 66
13 201 128
13 220 285
13 242 240
13 243 182
13 244 140
13 248 96
13 337 90
13 339 176
13 351 133
13 355 128
13 363 102
13 387 95
13 394 240
13 399 240
13 421 120
13 437 198
13 454 30
13 462 182
13 477 320
14 14 119
14 15 75
14 20 180
14 92 36
14 109 66
14 118 66
14 163 263
14 212 90
14 244 105
14 252 36
14 253 195
14 302 90
14 310 198
14 363 90
14 368 63
14 370 121
14 405 143
14 467 135
14 498 45
15 1 16
15 10 224
15 136 220
15 158 340
15 168 28
15 220 304
15 226 180
15 337 96
15 394 256
15 402 80
15 405 19
15 454 32
15 470 380
15 481 323
15 492 12
16 6 284
16 21 26
16 26 48
16 52 13
16 60 224
16 69 304
16 72 18
16 97 8
16 103 182
16 114 84
16 120 91
16 131 78
16 157 126
16 176 48
16 267 17
16 335 91
16 353 117
16 411 117
16 450 48
16 481 102
16 491 78
17 58 160
17 61 120
17 83 160
17 92 36
17 118 168
17 163 153
17 168 209
17 189 110
17 212 90
17 232 100
17 252 36
17 253 160
17 301 332
17 302 90
17 316 42
17 326 140
17 348 209
17 368 63
17 379 247
17 382 150
17 407 19
17 414 209
17 440 70
17 446 361
17 455 120
17 467 135
17 470 112
17 498 425
18 23 48
18 45 400
18 49 5
18 67 180
18 70 12
18 74 144
18 79 136
18 90 56
18 96 56
18 104 90
18 126 120
18 141 65
18 154 2
18 183 320
18 192 5
18 203 288
18 220 20
18 238 120
18 249 10
18 255 280
18 299 240
18 320 40
18 332 28
18 350 80
18 359 40
18 365 4
18 370 224
18 383 60
18 394 10
18 395 130
18 396 45
18 441 120
18 455 32
19 16 195
19 30 144
19 57 28
19 62 4
19 69 285
19 115 34
19 122 120
19 133 42
19 136 49
19 142 76
19 143 84
19 161 18
19 162 36
19 166 120
19 171 240
19 174 180
19 213 260
19 259 32
19 260 98
19 288 140
19 293 270
19 308 324
19 313 75
19 324 360
19 347 24
19 361 150
19 386 288
19 398 150
19 419 198
19 453 18
19 460 225
19 466 16
19 484 340
20 35 72
20 36 119
20 54 240
20 79 204
20 120 152
20 122 221
20 129 32
20 171 152
20 211 306
20 240 340
20 254 16
20 304 8
20 344 22
20 398 48
20 403 18
20 407 170
20 435 294
20 477 272
20 490 36
20 491 306
21 4 176
21 27 3
21 59 45
21 76 204
21 95 300
21 101 170
21 128 34
21 156 75
21 196 224
21 211 15
21 232 16
21 250 240
21 258 135
21 290 42
21 338 176
21 347 42
21 380 33
21 391 225
21 407 160
21 437 153
21 449 24
21 461 39
21 471 12
21 486 3
21 495 150
22 18 198
22 35 50
22 37 160
22 41 90
22 44 180
