100 100
0 0 38
0 1 739
0 2 203
0 3 291
0 4 300
0 5 392
0 6 245
0 7 296
0 8 516
0 9 40
0 10 523
0 11 749
0 12 458
0 13 147
0 14 449
0 15 781
0 16 864
0 17 141
0 18 106
0 19 170
0 20 403
0 21 174
0 22 322
0 23 755
0 24 1072
0 25 336
0 26 302
0 27 247
0 28 404
0 29 222
0 30 1018
0 31 181
0 32 780
0 33 638
0 34 488
0 35 367
0 36 515
0 37 615
0 38 282
0 39 321
0 40 435
0 41 406
0 42 345
0 43 189
0 44 227
0 45 588
0 46 369
0 47 180
0 48 267
0 49 759
0 50 329
0 51 141
0 52 591
0 53 680
0 54 117
0 55 696
0 56 722
0 57 337
0 58 46
0 59 602
0 60 433
0 61 290
0 62 512
0 63 14
0 64 1030
0 65 308
0 66 44
0 67 388
0 68 486
0 69 156
0 70 536
0 71 442
0 72 45
0 73 117
0 74 38
0 75 543
0 76 186
0 77 265
0 78 24
0 79 607
0 80 306
0 81 210
0 83 111
0 84 767
0 85 339
0 86 608
0 87 321
0 88 107
0 89 74
0 90 220
0 91 113
0 92 210
0 93 276
0 94 543
0 96 279
0 97 218
0 98 144
0 99 32
1 0 882
1 1 457
1 2 138
1 3 45
1 5 960
1 6 477
1 7 85
1 8 137
1 9 471
1 10 683
1 11 646
1 12 272
1 13 653
1 14 765
1 15 505
1 16 371
1 17 275
1 18 258
1 19 688
1 20 573
1 21 791
1 22 348
1 23 221
1 24 409
1 25 528
1 26 325
1 27 210
1 28 314
1 29 736
1 30 587
1 31 356
1 32 559
1 33 314
1 34 435
1 35 1188
1 36 121
1 37 195
1 38 182
1 39 371
1 40 184
1 41 340
1 42 332
1 43 151
1 44 856
1 45 505
1 46 616
1 47 330
1 48 934
1 49 404
1 50 318
1 51 280
1 52 104
1 53 287
1 54 753
1 55 195
1 56 953
1 57 102
1 58 45
1 59 597
1 60 561
1 61 208
1 62 202
1 63 143
1 64 672
1 65 419
1 66 33
1 67 771
1 68 240
